sku,week,channel,region,units_sold,stock_available,promotion_flag,price_unit,delivery_days,is_holiday_peak,week_number,month,year,is_holiday_week,is_summer,is_winter,sku_age,lifecycle_stage,lag_1,lag_2,rolling_mean_4,rolling_std_4,momentum,target_next_week,price_avg,promo_rate,stock_avg,deliveries,avg_temp,inflation_index,school_in_session,category_trend,event_score
MI-006,2022-03-14,Retail,PL-North,116,200.4,1,4.436,2.2,False,11,3,2022,0,0,0,8,Growth,66.0,117.0,85.25,22.05107707119995,-51.0,165.0,4.436,0.2,200.4,5,19.101631010212415,205.12834488967394,1,1.1392259209182034,0.0
MI-006,2022-03-14,Retail,PL-Central,75,136.16666666666666,0,6.308333333333334,2.6666666666666665,False,11,3,2022,0,0,0,8,Growth,59.0,70.0,69.0,10.984838035522728,-11.0,109.0,6.308333333333334,0.0,136.16666666666666,6,16.91787518443782,190.38791105215395,1,1.1361586988739985,0.0
MI-006,2022-03-14,E-commerce,PL-South,150,166.28571428571428,1,6.05,3.142857142857143,False,11,3,2022,0,0,0,8,Growth,71.0,80.0,78.25,18.607794065928395,-9.0,130.0,6.05,0.1428571428571428,166.28571428571428,7,8.575901666752085,176.52543478441478,1,1.1325343549849805,0.0
MI-006,2022-03-14,E-commerce,PL-North,44,95.8,0,5.42,3.2,False,11,3,2022,0,0,0,8,Growth,73.0,87.0,81.5,6.806859285554051,-14.0,112.0,5.42,0.0,95.8,5,3.9889257724275913,159.7462336613512,1,1.1281045691606169,0.0
MI-006,2022-03-14,Discount,PL-North,97,177.0,0,6.040000000000001,2.6,False,11,3,2022,0,0,0,8,Growth,53.0,82.0,72.0,29.518355871107275,-29.0,78.0,6.040000000000001,0.0,177.0,5,8.046452067072448,115.39662554258905,1,1.1008685023383848,0.0
MI-006,2022-03-14,Discount,PL-Central,88,133.14285714285714,1,6.161428571428572,2.571428571428572,False,11,3,2022,0,0,0,8,Growth,59.0,106.0,79.0,19.714630776828333,-47.0,89.0,6.161428571428572,0.1428571428571428,133.14285714285714,7,14.29600165835268,101.15915516030265,1,1.032188758248682,0.0
MI-006,2022-03-21,E-commerce,PL-North,112,174.2,0,4.5600000000000005,3.0,False,12,3,2022,0,0,0,9,Growth,44.0,73.0,70.75,18.73276986103942,-29.0,95.0,4.5600000000000005,0.0,174.2,5,5.33008623712612,159.90433870595652,1,1.1281375997213863,0.0
MI-006,2022-03-21,Discount,PL-North,78,136.2,0,6.414,2.8,False,12,3,2022,0,0,0,9,Growth,97.0,53.0,85.25,24.17126393054364,44.0,112.0,6.414,0.0,136.2,5,7.723106070407198,115.32981537747507,1,1.1009971201449908,0.0
MI-006,2022-03-21,Retail,PL-South,124,152.66666666666666,1,3.45,2.0,False,12,3,2022,0,0,0,9,Growth,100.0,61.0,79.75,31.308944408906537,39.0,128.0,3.45,0.1666666666666666,152.66666666666666,6,18.303128764425104,220.7896141773709,1,1.141884696918495,0.0
MI-006,2022-03-21,E-commerce,PL-South,130,133.71428571428572,1,6.385714285714286,2.0,False,12,3,2022,0,0,0,9,Growth,150.0,71.0,90.0,40.91454509095757,79.0,103.0,6.385714285714286,0.1428571428571428,133.71428571428572,7,12.743206294702915,174.31058810713267,1,1.1325608275235908,0.0
MI-006,2022-03-21,Retail,PL-Central,109,156.5,1,6.375,3.75,False,12,3,2022,0,0,0,9,Growth,75.0,59.0,72.0,10.4243305140746,16.0,147.0,6.375,0.25,156.5,4,15.75030228954584,189.24760655558688,1,1.1361807861208595,0.0
MI-006,2022-03-21,E-commerce,PL-Central,149,142.83333333333334,1,6.453333333333333,2.833333333333333,False,12,3,2022,0,0,0,9,Growth,67.0,80.0,70.0,28.1543365517049,-13.0,93.0,6.453333333333333,0.3333333333333333,142.83333333333334,6,-1.1893092483935161,143.69686032374406,1,1.1224498561902878,0.0
MI-006,2022-03-21,Discount,PL-Central,89,116.71428571428572,1,4.917142857142857,2.4285714285714284,False,12,3,2022,0,0,0,9,Growth,88.0,59.0,82.75,19.6192932254622,29.0,141.0,4.917142857142857,0.1428571428571428,116.71428571428572,7,15.329442031887789,99.92348959927328,1,1.0358351893845612,0.0
MI-006,2022-03-21,Retail,PL-North,165,176.28571428571428,1,3.1685714285714286,3.4285714285714284,False,12,3,2022,0,0,0,9,Growth,116.0,66.0,94.75,25.76011128340352,50.0,86.0,3.1685714285714286,0.1428571428571428,176.28571428571428,7,18.701983122353464,207.17345209029853,1,1.139244869285324,0.0
MI-006,2022-03-21,Discount,PL-South,152,133.42857142857142,1,5.5600000000000005,2.571428571428572,False,12,3,2022,0,0,0,9,Growth,140.0,76.0,96.25,30.9017259496402,64.0,178.0,5.5600000000000005,0.2857142857142857,133.42857142857142,7,2.6908835932521415,130.8384838434617,1,1.1144717020390476,0.0
MI-006,2022-03-28,E-commerce,PL-South,103,186.4,0,3.976,3.4,False,13,3,2022,0,0,0,10,Growth,130.0,150.0,107.75,38.30034812722551,-20.0,111.0,3.976,0.0,186.4,5,8.346820208445733,177.24267295325598,1,1.132587265068749,0.0
MI-006,2022-03-28,Retail,PL-South,128,184.0,0,6.248333333333334,3.0,False,13,3,2022,0,0,0,10,Growth,124.0,100.0,99.25,27.31757675929547,24.0,117.0,6.248333333333334,0.0,184.0,6,18.915447793337812,219.63170726812362,1,1.1419012875457426,0.0
MI-006,2022-03-28,Discount,PL-Central,141,160.33333333333334,1,6.359999999999999,2.333333333333333,False,13,3,2022,0,0,0,10,Growth,89.0,88.0,85.5,19.502136635080102,1.0,118.0,6.359999999999999,0.1666666666666666,160.33333333333334,6,19.00004580566904,98.00895770785509,1,1.0389182029811064,0.0
MI-006,2022-03-28,Discount,PL-South,178,160.0,1,4.51,2.857142857142857,False,13,3,2022,0,0,0,10,Growth,152.0,140.0,116.0,35.92584956081994,12.0,136.0,4.51,0.2857142857142857,160.0,7,5.285270761274672,130.30459858986097,1,1.1145369549517439,0.0
MI-006,2022-03-28,E-commerce,PL-North,95,169.4,0,6.418000000000001,2.8,False,13,3,2022,0,0,0,10,Growth,112.0,44.0,79.0,28.36664708185772,68.0,152.0,6.418000000000001,0.0,169.4,5,0.6094775424081378,161.97443809317082,1,1.12817057582119,0.0
MI-006,2022-03-28,Discount,PL-North,112,157.5,0,4.331666666666667,2.333333333333333,False,13,3,2022,0,0,0,10,Growth,78.0,97.0,77.5,18.266545011760343,-19.0,97.0,4.331666666666667,0.0,157.5,6,12.798661766717128,115.14677195067271,1,1.101124916106966,0.0
MI-006,2022-03-28,Retail,PL-Central,147,147.14285714285714,1,5.508571428571429,2.7142857142857144,False,13,3,2022,0,0,0,10,Growth,109.0,75.0,78.25,21.56192632087093,34.0,117.0,5.508571428571429,0.1428571428571428,147.14285714285714,7,12.607447508967793,190.96363188262498,1,1.1362028490023026,0.0
MI-006,2022-03-28,Retail,PL-North,86,114.5,0,3.395,3.333333333333333,False,13,3,2022,0,0,0,10,Growth,165.0,116.0,116.0,40.422765862815474,49.0,59.0,3.395,0.0,114.5,6,19.31183132036698,206.94046105179038,1,1.1392637997174049,0.0
MI-006,2022-03-28,E-commerce,PL-Central,93,150.66666666666666,0,5.465,3.5,False,13,3,2022,0,0,0,10,Growth,149.0,67.0,99.0,35.99073954968602,82.0,119.0,5.465,0.0,150.66666666666666,6,-0.08763428091238068,144.0158640569945,1,1.122493667817884,0.0
MI-006,2022-04-04,E-commerce,PL-South,111,158.25,1,4.555,4.5,True,14,4,2022,1,0,0,11,Growth,103.0,130.0,113.5,34.25881881598761,-27.0,157.0,4.555,0.25,158.25,4,6.731205315116987,174.79937926535212,1,1.1326136677128473,1.198227560196275
MI-006,2022-04-04,E-commerce,PL-North,152,140.85714285714286,1,4.257142857142857,2.4285714285714284,True,14,4,2022,1,0,0,11,Growth,95.0,112.0,81.0,29.382534494718687,-17.0,81.0,4.257142857142857,0.1428571428571428,140.85714285714286,7,-0.721542311499213,158.5643257860213,1,1.1282034976393234,1.1297401788997399
MI-006,2022-04-04,Discount,PL-North,97,128.8,1,5.5,3.0,True,14,4,2022,1,0,0,11,Growth,112.0,78.0,85.0,25.46893532652409,34.0,148.0,5.5,0.2,128.8,5,11.916116183920881,116.39638744745672,1,1.1012519006605392,0.9485869050497507
MI-006,2022-04-04,Discount,PL-South,136,139.0,0,6.272857142857142,3.142857142857143,True,14,4,2022,1,0,0,11,Growth,178.0,152.0,136.5,43.33974311568232,26.0,105.0,6.272857142857142,0.0,139.0,7,3.4319954494346927,130.8684609762696,1,1.1146019956594715,1.1714522248461576
MI-006,2022-04-04,Retail,PL-North,59,119.5,0,5.904999999999999,2.25,True,14,4,2022,1,0,0,11,Growth,86.0,165.0,108.25,43.05326158763507,-79.0,158.0,5.904999999999999,0.0,119.5,4,20.61365378542117,204.4004187630724,1,1.1392827122483649,0.9935210159442589
MI-006,2022-04-04,Retail,PL-Central,117,196.2,0,4.892,2.6,True,14,4,2022,1,0,0,11,Growth,147.0,109.0,97.5,39.03417306241631,38.0,217.0,4.892,0.0,196.2,5,14.66542921946623,191.5868873900973,1,1.136224887572026,1.1802131283817636
MI-006,2022-04-04,E-commerce,PL-Central,119,136.66666666666666,1,5.255,3.6666666666666665,True,14,4,2022,1,0,0,11,Growth,93.0,149.0,97.25,36.09593698280551,-56.0,93.0,5.255,0.1666666666666666,136.66666666666666,6,-1.2622816578895848,145.96712665101148,1,1.1225373836822836,0.9676731503608486
MI-006,2022-04-04,Discount,PL-Central,118,145.33333333333334,1,7.080000000000001,2.0,True,14,4,2022,1,0,0,11,Growth,141.0,89.0,94.25,34.13087556255577,52.0,140.0,7.080000000000001,0.3333333333333333,145.33333333333334,6,18.636259575440373,100.15375555174752,1,1.0415888308335968,1.0478104800145214
MI-006,2022-04-04,Retail,PL-South,117,172.8,0,5.324,2.2,True,14,4,2022,1,0,0,11,Growth,128.0,124.0,103.25,30.76117683054405,4.0,118.0,5.324,0.0,172.8,5,18.297174895143964,221.13462908612246,1,1.1419178644219508,1.1780096258322275
MI-006,2022-04-11,E-commerce,PL-South,157,181.57142857142856,0,4.522857142857143,3.571428571428572,False,15,4,2022,0,0,0,12,Growth,111.0,103.0,123.5,20.984120980716188,8.0,160.0,4.522857142857143,0.0,181.57142857142856,7,4.065231609290577,176.43839192560839,1,1.1326400355479125,0.0
MI-006,2022-04-11,E-commerce,PL-North,81,96.75,1,7.0625,3.5,False,15,4,2022,0,0,0,12,Growth,152.0,95.0,100.75,44.74650824366076,57.0,204.0,7.0625,0.25,96.75,4,-2.0182428002105373,163.93774853366,1,1.128236365354198,0.0
MI-006,2022-04-11,Discount,PL-North,148,148.57142857142858,0,5.1971428571428575,2.2857142857142856,False,15,4,2022,0,0,0,12,Growth,97.0,112.0,96.0,13.92838827718412,-15.0,172.0,5.1971428571428575,0.0,148.57142857142858,7,10.60620139707162,116.7553052085705,1,1.1013780840444047,0.0
MI-006,2022-04-11,Discount,PL-South,105,151.25,1,5.59,3.0,False,15,4,2022,0,0,0,12,Growth,136.0,178.0,151.5,18.929694486000905,-42.0,141.0,5.59,0.5,151.25,4,6.173414351317378,132.11759753560798,1,1.1146668255379548,0.0
MI-006,2022-04-11,Retail,PL-Central,217,167.42857142857142,1,6.722857142857143,2.857142857142857,False,15,4,2022,0,0,0,12,Growth,117.0,147.0,112.0,29.597297173897488,-30.0,137.0,6.722857142857143,0.4285714285714285,167.42857142857142,7,13.36138291458729,190.37923820631895,1,1.1362469018835495,0.0
MI-006,2022-04-11,Discount,PL-Central,140,174.0,1,6.301666666666667,4.5,False,15,4,2022,0,0,0,12,Growth,118.0,141.0,109.0,25.468935326524093,-23.0,182.0,6.301666666666667,0.1666666666666666,174.0,6,17.525627080034138,101.19180400540255,1,1.0439444915467244,0.0
MI-006,2022-04-11,E-commerce,PL-Central,93,119.33333333333331,1,4.446666666666666,3.5,False,15,4,2022,0,0,0,12,Growth,119.0,93.0,107.0,35.13782387494517,26.0,124.0,4.446666666666666,0.1666666666666666,119.33333333333331,6,-0.18063638487494738,146.30872502322995,1,1.122581004201211,0.0
MI-006,2022-04-11,Retail,PL-South,118,135.71428571428572,0,4.425714285714286,2.571428571428572,False,15,4,2022,0,0,0,12,Growth,117.0,128.0,117.25,12.3659478676997,-11.0,239.0,4.425714285714286,0.0,135.71428571428572,7,18.715066797934085,218.06425226098312,1,1.1419344275698953,0.0
MI-006,2022-04-11,Retail,PL-North,158,185.2,1,2.656,3.4,False,15,4,2022,0,0,0,12,Growth,59.0,86.0,106.5,45.42025979670306,-27.0,149.0,2.656,0.2,185.2,5,19.045238890828276,206.62973241787918,1,1.139301606912028,0.0
MI-006,2022-04-18,Discount,PL-Central,182,163.0,1,4.806666666666667,3.6666666666666665,False,16,4,2022,0,0,0,13,Mature,140.0,118.0,122.0,24.42676128074835,22.0,139.0,4.806666666666667,0.3333333333333333,163.0,6,19.668400321911047,99.42108843122588,1,1.046051701859881,0.0
MI-006,2022-04-18,Retail,PL-South,239,210.66666666666663,1,5.213333333333334,2.1666666666666665,False,16,4,2022,0,0,0,13,Mature,118.0,117.0,121.75,5.188127472091136,1.0,154.0,5.213333333333334,0.5,210.66666666666663,6,17.823180833281004,220.80337550659718,1,1.141950977012296,0.0
MI-006,2022-04-18,Discount,PL-South,141,164.0,0,5.96,3.0,False,16,4,2022,0,0,0,13,Mature,105.0,136.0,142.75,30.543684562715523,-31.0,121.0,5.96,0.0,164.0,6,6.150662150923821,129.89345743472037,1,1.1147314459495838,0.0
MI-006,2022-04-18,Retail,PL-North,149,154.57142857142858,1,5.484285714285714,2.2857142857142856,False,16,4,2022,0,0,0,13,Mature,158.0,59.0,117.0,52.630789467763066,99.0,124.0,5.484285714285714,0.1428571428571428,154.57142857142858,7,16.929185983581874,206.71139655449159,1,1.1393204837421222,0.0
MI-006,2022-04-18,E-commerce,PL-South,160,146.14285714285714,1,5.0685714285714285,2.7142857142857144,False,16,4,2022,0,0,0,13,Mature,157.0,111.0,125.25,24.005207768315607,46.0,138.0,5.0685714285714285,0.1428571428571428,146.14285714285714,7,5.369817351801937,175.57138152425102,1,1.1326663686656075,0.0
MI-006,2022-04-18,Retail,PL-Central,137,150.6,1,4.268,2.6,False,16,4,2022,0,0,0,13,Mature,217.0,117.0,147.5,49.13586605864736,100.0,108.0,4.268,0.2,150.6,5,14.45024888751144,188.29578614337288,1,1.136268891990218,0.0
MI-006,2022-04-18,E-commerce,PL-North,204,190.0,1,5.41,3.0,False,16,4,2022,0,0,0,13,Mature,81.0,152.0,110.0,30.735430152621365,-71.0,203.0,5.41,0.1666666666666666,190.0,6,2.5346482929732543,161.95605680906607,1,1.1282691791433472,0.0
MI-006,2022-04-18,E-commerce,PL-Central,124,149.0,0,5.086666666666667,3.6666666666666665,False,16,4,2022,0,0,0,13,Mature,93.0,119.0,113.5,26.6520793435209,-26.0,159.0,5.086666666666667,0.0,149.0,6,-0.6513770954153673,144.31880929796787,1,1.1226245297896629,0.0
MI-006,2022-04-18,Discount,PL-North,172,189.0,1,5.191666666666666,3.8333333333333335,False,16,4,2022,0,0,0,13,Mature,148.0,97.0,108.75,29.635283025474884,51.0,180.0,5.191666666666666,0.1666666666666666,189.0,6,14.530879283376095,115.98840688629186,1,1.1015034763046765,0.0
MI-006,2022-04-25,E-commerce,PL-South,138,137.16666666666666,1,5.088333333333334,2.5,True,17,4,2022,1,0,0,14,Mature,160.0,157.0,132.75,29.93743475984541,3.0,106.0,5.088333333333334,0.1666666666666666,137.16666666666666,6,2.5053166782354377,176.60318743108235,1,1.1326926671572337,0.9307764097346701
MI-006,2022-04-25,E-commerce,PL-Central,159,174.85714285714286,1,6.134285714285714,2.7142857142857144,True,17,4,2022,1,0,0,14,Mature,124.0,93.0,107.25,16.580611166861935,31.0,137.0,6.134285714285714,0.1428571428571428,174.85714285714286,7,4.717249040438033,146.89503831407612,1,1.122667960859933,1.022816205310014
