sku,week,channel,region,units_sold,stock_available,promotion_flag,price_unit,delivery_days,is_holiday_peak,week_number,month,year,is_holiday_week,is_summer,is_winter,sku_age,lifecycle_stage,lag_1,lag_2,rolling_mean_4,rolling_std_4,momentum,target_next_week,brand,segment,category,price_avg,promo_rate,stock_avg,deliveries,avg_temp,inflation_index,school_in_session,event_score,category_trend,price_index,promo_recency,rolling_promo_rate,cross_channel_demand_share
JU-021,2022-10-17,Discount,PL-Central,139,145.57142857142858,1,4.598571428571428,3.0,0,42,10,2022,0,0,0,14,Mature,114.0,101.0,121.75,34.10156399150436,13.0,124.0,JuBrand3,Juice-Seg3,Juice,4.598571428571428,0.14285714285714285,145.57142857142858,7,17.771624704505278,161.44828212213852,1,0.0,1.0928316396594342,0.9162528859230208,0.0,0.5,0.4263803680981595
JU-021,2022-10-24,Discount,PL-Central,124,186.0,1,5.68,2.75,0,43,10,2022,0,0,0,15,Mature,139.0,114.0,131.5,31.267661675710045,25.0,110.0,JuBrand3,Juice-Seg3,Juice,5.68,0.25,186.0,4,17.152829774653586,161.96885458807955,1,0.0,1.081067472306143,1.132447470343035,0.0,0.5,0.39365079365079364
JU-021,2022-10-31,Discount,PL-Central,110,133.0,1,5.708571428571429,2.7142857142857144,0,44,10,2022,1,0,0,16,Mature,124.0,139.0,119.5,16.051998837112677,-15.0,79.0,JuBrand3,Juice-Seg3,Juice,5.708571428571429,0.14285714285714285,133.0,7,15.936847071956077,162.57458528132958,1,1.0627930086284039,1.072275156867302,1.0114264983393189,0.0,0.625,0.34375
JU-021,2022-11-07,Discount,PL-Central,79,122.4,0,5.736,4.4,0,45,11,2022,1,0,0,17,Mature,110.0,124.0,121.75,12.919623317522328,-14.0,94.0,JuBrand3,Juice-Seg3,Juice,5.736,0.0,122.4,5,16.039542307388594,161.74939392379238,1,0.8485364294653829,1.0660336642209756,1.0460325975785316,1.0,0.625,0.24233128834355827
JU-021,2022-11-14,Discount,PL-Central,94,170.2,0,6.668000000000001,2.0,0,46,11,2022,0,0,0,18,Mature,79.0,110.0,113.0,25.573423705088842,-31.0,112.0,JuBrand3,Juice-Seg3,Juice,6.668000000000001,0.0,170.2,5,14.676592258892303,162.0881549154569,1,0.0,1.0600201409869086,1.1631907140562872,2.0,0.625,0.29102167182662536
JU-021,2022-11-21,Discount,PL-Central,112,137.83333333333334,1,5.371666666666667,3.6666666666666665,0,47,11,2022,0,0,0,19,Mature,94.0,79.0,101.75,19.499999999999996,15.0,142.0,JuBrand3,Juice-Seg3,Juice,5.371666666666667,0.16666666666666666,137.83333333333334,6,12.703190338674217,162.27709555870317,1,0.0,1.0700528700906344,1.1298137648217497,0.0,0.625,0.27722772277227725
JU-021,2022-11-28,Discount,PL-Central,142,175.14285714285714,0,4.075714285714286,3.2857142857142856,0,48,11,2022,0,0,0,20,Mature,112.0,94.0,98.75,15.435349040433127,18.0,124.0,JuBrand3,Juice-Seg3,Juice,4.075714285714286,0.0,175.14285714285714,7,12.710076220786899,162.30474621717872,1,0.0,1.08423671583437,0.821946311159673,1.0,0.625,0.3271889400921659
JU-021,2022-12-05,Discount,PL-Central,124,169.66666666666666,1,6.91,3.5,0,49,12,2022,0,0,1,21,Mature,142.0,112.0,106.75,27.097047809678454,30.0,84.0,JuBrand3,Juice-Seg3,Juice,6.91,0.3333333333333333,169.66666666666666,6,10.622961169573305,161.58712283552453,1,0.0,1.0832494125545487,1.3162196591912343,0.0,0.625,0.35127478753541075
JU-021,2022-12-12,Discount,PL-Central,84,158.0,1,4.196,2.6,0,50,12,2022,0,0,1,22,Mature,124.0,142.0,118.0,20.19900987672415,-18.0,115.0,JuBrand3,Juice-Seg3,Juice,4.196,0.2,158.0,5,11.033204442280592,162.42353875378154,1,0.0,1.0639211321354747,0.8012123600103049,0.0,0.625,0.35443037974683544
JU-021,2022-12-19,Discount,PL-Central,115,146.42857142857142,1,5.972857142857143,3.857142857142857,1,51,12,2022,1,0,1,23,Mature,84.0,124.0,115.5,24.35159132377184,-40.0,137.0,JuBrand3,Juice-Seg3,Juice,5.972857142857143,0.2857142857142857,146.42857142857142,7,9.211611955372891,163.24886606476704,1,0.8630361381268655,1.062084592145015,1.1055213882795363,0.0,0.625,0.3382352941176471
JU-021,2022-12-26,Discount,PL-Central,137,182.0,0,5.7457142857142856,2.142857142857143,1,52,12,2022,1,0,1,24,Mature,115.0,84.0,116.25,24.253865671269804,31.0,50.0,JuBrand3,Juice-Seg3,Juice,5.7457142857142856,0.0,182.0,7,8.021128105905271,161.56102171955624,1,0.9476516218858787,1.058264997842037,1.0012516336931492,1.0,0.5,0.42153846153846153
JU-021,2023-01-02,Discount,PL-Central,50,131.5,0,5.0825,2.75,0,1,1,2023,1,0,1,25,Mature,137.0,115.0,115.0,22.553639765383025,22.0,98.0,JuBrand3,Juice-Seg3,Juice,5.0825,0.0,131.5,4,6.515960529056276,163.06069377906226,1,0.8965896011397397,1.0451798956330678,1.0653357813549253,2.0,0.5,0.19607843137254902
JU-021,2023-01-09,Discount,PL-Central,98,143.85714285714286,0,4.37,2.7142857142857144,0,2,1,2023,0,0,1,26,Mature,50.0,137.0,96.5,37.863790970618176,-87.0,96.0,JuBrand3,Juice-Seg3,Juice,4.37,0.0,143.85714285714286,7,6.997042020724045,162.67245135315034,1,0.0,1.0412452384079864,0.8747641458226206,3.0,0.5,0.310126582278481
JU-021,2023-01-16,Discount,PL-Central,96,181.71428571428572,0,4.935714285714286,2.2857142857142856,0,3,1,2023,0,0,1,27,Mature,98.0,50.0,100.0,36.959437225152655,48.0,57.0,JuBrand3,Juice-Seg3,Juice,4.935714285714286,0.0,181.71428571428572,7,4.89686304664131,162.27175061098305,1,0.0,1.0366314199395772,0.8935644394208617,4.0,0.375,0.3116883116883117
JU-021,2023-01-23,Discount,PL-Central,57,203.0,0,3.6125000000000003,3.0,0,4,1,2023,0,0,1,28,Mature,96.0,98.0,95.25,35.58440669731617,-2.0,97.0,JuBrand3,Juice-Seg3,Juice,3.6125000000000003,0.0,203.0,4,3.7369362864521696,163.91269582976676,1,0.0,1.0210271903323263,0.7021412473564135,5.0,0.375,0.26635514018691586
JU-021,2023-01-30,Discount,PL-Central,97,154.4,1,4.194,4.2,0,5,1,2023,0,0,1,29,Mature,57.0,96.0,75.25,25.289984842489197,-39.0,84.0,JuBrand3,Juice-Seg3,Juice,4.194,0.2,154.4,5,2.928264475968991,163.22563393509418,1,0.0,1.014176156170114,0.8563501949476735,0.0,0.375,0.34767025089605735
JU-021,2023-02-06,Discount,PL-Central,84,145.5,1,5.506666666666667,3.0,0,6,2,2023,0,0,1,30,Mature,97.0,57.0,87.0,20.016659728003233,40.0,114.0,JuBrand3,Juice-Seg3,Juice,5.506666666666667,0.16666666666666666,145.5,6,2.850046876176254,162.10455613040187,1,0.0,1.0078326060199172,1.0647760232033516,0.0,0.375,0.3010752688172043
JU-021,2023-02-13,Discount,PL-Central,114,166.66666666666666,1,5.585,2.8333333333333335,0,7,2,2023,0,0,1,31,Mature,84.0,97.0,83.5,18.62793601019715,-13.0,100.0,JuBrand3,Juice-Seg3,Juice,5.585,0.3333333333333333,166.66666666666666,6,2.0260185527701196,162.92470973726287,1,0.0,0.9996763055675443,1.1107661920639038,0.0,0.375,0.4418604651162791
JU-021,2023-02-20,Discount,PL-Central,100,169.75,1,3.86,1.75,0,8,2,2023,0,0,1,32,Mature,114.0,84.0,88.0,24.04163056034261,30.0,100.0,JuBrand3,Juice-Seg3,Juice,3.86,0.25,169.75,4,1.4785495780321396,163.28190344962647,1,0.0,0.99447859151995,0.7407858702969784,0.0,0.5,0.35587188612099646
JU-021,2023-02-27,Discount,PL-Central,100,158.14285714285714,0,5.374285714285714,2.857142857142857,0,9,2,2023,0,0,1,33,Mature,100.0,114.0,98.75,12.311918344975048,-14.0,105.0,JuBrand3,Juice-Seg3,Juice,5.374285714285714,0.0,158.14285714285714,7,1.0214336334497254,162.87852930130592,1,0.0,1.001007049345418,1.029137309495006,1.0,0.5,0.25380710659898476
JU-021,2023-03-06,Discount,PL-Central,105,162.66666666666666,0,5.33,3.3333333333333335,0,10,3,2023,0,0,0,34,Mature,100.0,100.0,99.5,12.261049438499674,0.0,83.0,JuBrand3,Juice-Seg3,Juice,5.33,0.0,162.66666666666666,6,2.039051272465792,163.45747279817365,1,0.0,1.0079914238378325,0.95499791437564,2.0,0.5,0.26054590570719605
JU-021,2023-03-13,Discount,PL-Central,83,121.57142857142857,0,6.298571428571429,2.857142857142857,0,11,3,2023,0,0,0,35,Mature,105.0,100.0,104.75,6.601767440112771,5.0,88.0,JuBrand3,Juice-Seg3,Juice,6.298571428571429,0.0,121.57142857142857,7,-0.22481537089298853,163.0637634979379,1,0.0,1.009535498489426,1.1185387201116257,3.0,0.5,0.23714285714285716
JU-021,2023-03-20,Discount,PL-Central,88,148.6,1,4.806,3.4,0,12,3,2023,0,0,0,36,Mature,83.0,105.0,97.0,9.62635271879576,-22.0,174.0,JuBrand3,Juice-Seg3,Juice,4.806,0.2,148.6,5,-0.4060023531882922,163.5599888761151,1,0.0,1.0160212395861943,0.9344865403173206,0.0,0.625,0.21728395061728395
JU-021,2023-03-27,Discount,PL-Central,174,204.5,1,4.2700000000000005,3.5,0,13,3,2023,0,0,0,37,Mature,88.0,83.0,94.0,10.230672835481863,5.0,107.0,JuBrand3,Juice-Seg3,Juice,4.2700000000000005,0.3333333333333333,204.5,6,-0.6134614841888383,164.07873954819843,1,0.0,1.0179491736271549,0.8598652821254824,0.0,0.625,0.4860335195530726
JU-021,2023-04-03,Discount,PL-Central,107,160.16666666666666,0,5.458333333333333,3.3333333333333335,1,14,4,2023,1,0,0,38,Mature,174.0,88.0,112.5,42.067406226990826,86.0,91.0,JuBrand3,Juice-Seg3,Juice,5.458333333333333,0.0,160.16666666666666,6,0.6939057777254202,162.86623350678428,1,0.9051775956075517,1.0253776435045316,0.9924929865272053,1.0,0.5,0.25295508274231676
JU-021,2023-04-10,Discount,PL-Central,91,132.0,0,4.082,3.0,1,15,4,2023,1,0,0,39,Mature,107.0,174.0,113.0,41.96029869610876,-67.0,167.0,JuBrand3,Juice-Seg3,Juice,4.082,0.0,132.0,5,1.3952974119585257,163.44953810498902,1,1.0407934886615335,1.0225746894931185,0.7857163225732862,2.0,0.375,0.2973856209150327
JU-021,2023-04-17,Discount,PL-Central,167,162.33333333333334,1,6.364999999999999,2.5,0,16,4,2023,0,0,0,40,Mature,91.0,107.0,115.0,40.20779360604939,-16.0,104.0,JuBrand3,Juice-Seg3,Juice,6.364999999999999,0.3333333333333333,162.33333333333334,6,0.8151763098988719,163.1057136979784,1,0.0,1.0269453743773984,1.2124664879356568,0.0,0.375,0.4260204081632653
JU-021,2023-04-24,Discount,PL-Central,104,174.6,0,4.34,2.8,0,17,4,2023,0,0,0,41,Mature,167.0,91.0,134.75,41.89172551550803,76.0,148.0,JuBrand3,Juice-Seg3,Juice,4.34,0.0,174.6,5,0.7656421919593548,163.51612182615816,1,0.8946543711111774,1.0252822388297027,0.7817453604538404,1.0,0.375,0.32601880877742945
JU-021,2023-05-01,Discount,PL-Central,148,156.0,1,4.521666666666667,3.1666666666666665,0,18,5,2023,1,0,0,42,Mature,104.0,167.0,117.25,33.885837749714845,-63.0,131.0,JuBrand3,Juice-Seg3,Juice,4.521666666666667,0.16666666666666666,156.0,6,1.4191372941167453,162.78352583520737,1,1.013150247125194,1.0350143310868387,0.8695229703550559,0.0,0.5,0.31827956989247314
JU-021,2023-05-08,Discount,PL-Central,131,175.8,1,5.287999999999999,2.8,0,19,5,2023,0,0,0,43,Mature,148.0,104.0,127.5,35.89336057453151,44.0,107.0,JuBrand3,Juice-Seg3,Juice,5.287999999999999,0.2,175.8,5,3.3403904071533628,163.20436261008513,1,0.9092830352846012,1.037688821752266,1.0665955198873034,0.0,0.625,0.34656084656084657
JU-021,2023-05-15,Discount,PL-Central,107,128.66666666666666,0,5.0183333333333335,2.6666666666666665,0,20,5,2023,0,0,0,44,Mature,131.0,148.0,137.5,26.739483914241873,-17.0,97.0,JuBrand3,Juice-Seg3,Juice,5.0183333333333335,0.0,128.66666666666666,6,4.245217927697906,163.49034625055089,1,0.0,1.0383169994841943,0.9143131192145391,1.0,0.5,0.3039772727272727
JU-021,2023-05-22,Discount,PL-Central,97,173.75,0,7.505000000000001,2.5,0,21,5,2023,0,0,0,45,Mature,107.0,131.0,122.5,20.85665361461421,-24.0,85.0,JuBrand3,Juice-Seg3,Juice,7.505000000000001,0.0,173.75,4,4.99331013954902,164.20346168052367,1,0.0,1.0439505107178824,1.2988150428483658,2.0,0.375,0.22985781990521326
JU-021,2023-05-29,Discount,PL-Central,85,166.0,0,5.5,2.25,0,22,5,2023,0,0,0,46,Mature,97.0,107.0,120.75,23.09942279221135,-10.0,146.0,JuBrand3,Juice-Seg3,Juice,5.5,0.0,166.0,4,4.998871999080114,164.4074953481564,1,0.0,1.0460900723670346,1.0422369141365224,3.0,0.375,0.22606382978723405
JU-021,2023-06-05,Discount,PL-Central,146,176.33333333333334,0,7.028333333333333,3.1666666666666665,0,23,6,2023,1,1,0,47,Mature,85.0,97.0,105.0,19.527758021169078,-12.0,204.0,JuBrand3,Juice-Seg3,Juice,7.028333333333333,0.0,176.33333333333334,6,6.739738412213154,162.9824235246144,1,0.0,1.0556852513045867,1.4391017984506709,4.0,0.375,0.3004115226337449
JU-021,2023-06-12,Discount,PL-Central,204,193.14285714285714,1,5.444285714285714,2.5714285714285716,0,24,6,2023,0,1,0,48,Mature,146.0,85.0,108.75,26.411802917130313,61.0,215.0,JuBrand3,Juice-Seg3,Juice,5.444285714285714,0.14285714285714285,193.14285714285714,7,7.705512219248378,163.35595211354658,1,0.0,1.0651225243370257,1.0474629585328983,0.0,0.375,0.4163265306122449
JU-021,2023-06-19,Discount,PL-Central,215,149.57142857142858,1,4.988571428571428,2.5714285714285716,0,25,6,2023,0,1,0,49,Mature,204.0,146.0,133.0,54.19102016632153,58.0,127.0,JuBrand3,Juice-Seg3,Juice,4.988571428571428,0.42857142857142855,149.57142857142858,7,8.865368331860738,164.27709620294388,1,0.0,1.0791409431236043,0.8864756612674616,0.0,0.5,0.37985865724381623
JU-021,2023-06-26,Discount,PL-Central,127,171.66666666666666,1,5.359999999999999,3.1666666666666665,0,26,6,2023,0,1,0,50,Mature,215.0,204.0,162.5,59.88043642682196,11.0,249.0,JuBrand3,Juice-Seg3,Juice,5.359999999999999,0.16666666666666666,171.66666666666666,6,10.470297960710546,162.7497381850002,1,0.0,1.0829851513788005,1.0071041282679885,0.0,0.5,0.30455635491606714
JU-021,2023-07-03,Discount,PL-Central,249,163.28571428571428,1,4.2057142857142855,3.0,0,27,7,2023,0,1,0,51,Mature,127.0,215.0,173.0,43.089055068157,-88.0,148.0,JuBrand3,Juice-Seg3,Juice,4.2057142857142855,0.2857142857142857,163.28571428571428,7,11.023571464745203,163.72354333910147,0,0.0,1.0968655589123868,0.8630928144005159,0.0,0.5,0.43005181347150256
JU-021,2023-07-10,Discount,PL-Central,148,180.5,0,5.13,4.333333333333333,0,28,7,2023,0,1,0,52,Mature,249.0,127.0,198.75,51.52588346323299,122.0,128.0,JuBrand3,Juice-Seg3,Juice,5.13,0.0,180.5,6,12.432649738124955,163.99934760832303,0,0.0,1.096676737160121,1.1140525951127702,1.0,0.5,0.4111111111111111
JU-021,2023-07-17,Discount,PL-Central,128,142.66666666666666,1,5.898333333333333,4.0,0,29,7,2023,0,1,0,53,Decline,148.0,249.0,184.75,56.94661242485515,-101.0,111.0,JuBrand3,Juice-Seg3,Juice,5.898333333333333,0.3333333333333333,142.66666666666666,6,12.946557874796923,164.86822256545727,0,0.0,1.1027190332326284,1.1069884801344134,0.0,0.625,0.27645788336933047
JU-021,2023-07-24,Discount,PL-Central,111,136.33333333333334,1,5.4366666666666665,3.5,0,30,7,2023,0,1,0,54,Decline,128.0,148.0,163.0,58.14350063993968,-20.0,120.0,JuBrand3,Juice-Seg3,Juice,5.4366666666666665,0.16666666666666666,136.33333333333334,6,14.070391909617515,164.58396905112124,0,0.0,1.1001125525738997,1.0760287686610928,0.0,0.75,0.34579439252336447
JU-021,2023-07-31,Discount,PL-Central,120,160.33333333333334,1,6.133333333333333,3.6666666666666665,0,31,7,2023,0,1,0,55,Decline,111.0,128.0,159.0,61.87622052668267,-17.0,133.0,JuBrand3,Juice-Seg3,Juice,6.133333333333333,0.16666666666666666,160.33333333333334,6,15.220645402051526,164.0303311133009,0,0.0,1.1034162212409948,1.1711433195730054,0.0,0.875,0.2850356294536817
JU-021,2023-08-07,Discount,PL-Central,133,157.4,1,5.636,3.4,0,32,8,2023,0,1,0,56,Decline,120.0,111.0,126.75,15.777093099385135,9.0,129.0,JuBrand3,Juice-Seg3,Juice,5.636,0.2,157.4,5,14.343630873109115,164.06186541322168,0,0.0,1.1047711337855555,1.0974537766815644,0.0,0.875,0.34190231362467866
JU-021,2023-08-14,Discount,PL-Central,129,170.85714285714286,0,5.132857142857143,2.857142857142857,0,33,8,2023,1,1,0,57,Decline,133.0,120.0,123.0,9.626352718795737,13.0,74.0,JuBrand3,Juice-Seg3,Juice,5.132857142857143,0.0,170.85714285714286,7,15.95308600571877,164.1892648298431,0,0.0,1.1043415016224685,1.0163722140677205,1.0,0.75,0.36033519553072624
JU-021,2023-08-21,Discount,PL-Central,74,159.75,0,7.535,3.0,0,34,8,2023,0,1,0,58,Decline,129.0,133.0,123.25,9.810708435174263,-4.0,61.0,JuBrand3,Juice-Seg3,Juice,7.535,0.0,159.75,4,16.427588847096636,165.30989017375938,0,0.0,1.1000823949464433,1.4677905763910932,2.0,0.625,0.2569444444444444
JU-021,2023-08-28,Discount,PL-Central,61,134.8,0,4.6259999999999994,2.8,0,35,8,2023,0,1,0,59,Decline,74.0,129.0,114.0,27.215191835933584,-55.0,111.0,JuBrand3,Juice-Seg3,Juice,4.6259999999999994,0.0,134.8,5,16.77482707269751,164.19536738077065,0,0.0,1.0926305567544239,0.9154698631686079,3.0,0.5,0.26991150442477874
JU-021,2023-09-04,Discount,PL-Central,111,194.4,1,5.273999999999999,3.0,0,36,9,2023,0,0,0,60,Decline,61.0,74.0,99.25,37.0798687520151,-13.0,102.0,JuBrand3,Juice-Seg3,Juice,5.273999999999999,0.4,194.4,5,17.42785502903613,164.32640328226051,1,0.0,1.0908464514761222,0.9592117570527303,0.0,0.625,0.3384146341463415
JU-021,2023-09-11,Discount,PL-Central,102,134.28571428571428,1,5.747142857142857,2.2857142857142856,0,37,9,2023,0,0,0,61,Decline,111.0,61.0,93.75,31.63726705432481,50.0,81.0,JuBrand3,Juice-Seg3,Juice,5.747142857142857,0.14285714285714285,134.28571428571428,7,19.080715134606592,164.77661348739358,1,0.0,1.0837587248671736,1.0814429992592651,0.0,0.625,0.4533333333333333
JU-021,2023-09-18,Discount,PL-Central,81,164.2,1,4.5,3.0,0,38,9,2023,0,0,0,62,Decline,102.0,111.0,87.0,23.423634787681138,-9.0,158.0,JuBrand3,Juice-Seg3,Juice,4.5,0.4,164.2,5,17.30021481205718,164.54906568113574,1,0.0,1.0801372318091045,0.8500656164699838,0.0,0.625,0.28125
JU-021,2023-09-25,Discount,PL-Central,158,216.28571428571428,1,6.561428571428571,2.2857142857142856,0,39,9,2023,0,0,0,63,Decline,81.0,102.0,88.75,22.366269246345027,-21.0,121.0,JuBrand3,Juice-Seg3,Juice,6.561428571428571,0.14285714285714285,216.28571428571428,7,18.745378532065722,164.55964468864175,1,0.0,1.0795065458207453,1.1754819996587613,0.0,0.625,0.4579710144927536
JU-021,2023-10-02,Discount,PL-Central,121,179.42857142857142,1,4.167142857142857,3.142857142857143,0,40,10,2023,0,0,0,64,Decline,158.0,81.0,113.0,32.52691193458118,77.0,91.0,JuBrand3,Juice-Seg3,Juice,4.167142857142857,0.2857142857142857,179.42857142857142,7,16.472415113570158,164.06608159948115,1,0.0,1.0748848496855035,0.7811866133305296,0.0,0.625,0.4583333333333333
JU-021,2023-10-09,Discount,PL-Central,91,132.5,1,6.205000000000001,2.5,0,41,10,2023,0,0,0,65,Decline,121.0,158.0,115.5,32.70575892204102,-37.0,98.0,JuBrand3,Juice-Seg3,Juice,6.205000000000001,0.16666666666666666,132.5,6,17.271038953970905,164.7841350538671,1,0.0,1.07265373745249,1.2200220754455924,0.0,0.75,0.29354838709677417
JU-021,2023-10-16,Discount,PL-Central,98,189.5,1,4.9816666666666665,3.0,0,42,10,2023,0,0,0,66,Decline,91.0,121.0,112.75,34.62537605090616,-30.0,56.0,JuBrand3,Juice-Seg3,Juice,4.9816666666666665,0.16666666666666666,189.5,6,17.265718188385613,164.58144464624507,1,0.0,1.0680477629118112,0.9283414118547206,0.0,0.875,0.3783783783783784
JU-021,2023-10-23,Discount,PL-Central,56,126.16666666666667,0,3.955,1.6666666666666667,0,43,10,2023,0,0,0,67,Decline,98.0,91.0,117.0,30.18829795356692,7.0,67.0,JuBrand3,Juice-Seg3,Juice,3.955,0.0,126.16666666666667,6,17.083237857913026,165.60383489375985,1,0.0,1.0612254531722056,0.7189269978850421,1.0,0.875,0.2679425837320574
JU-021,2023-10-30,Discount,PL-Central,67,149.2,1,4.884,2.4,0,44,10,2023,1,0,0,68,Decline,56.0,98.0,91.5,26.913441499245923,-42.0,81.0,JuBrand3,Juice-Seg3,Juice,4.884,0.2,149.2,5,16.551710219097128,165.3525955870166,1,1.0039050418466007,1.0556356030676273,0.8727959697732997,0.0,0.875,0.29004329004329005
JU-021,2023-11-06,Discount,PL-Central,81,163.66666666666666,1,6.378333333333333,3.0,0,45,11,2023,1,0,0,69,Decline,67.0,56.0,78.0,19.782146833277036,11.0,70.0,JuBrand3,Juice-Seg3,Juice,6.378333333333333,0.16666666666666666,163.66666666666666,6,15.884746707139827,165.0028599909343,1,0.8489764931970594,1.0495742927767098,1.2028059035524283,0.0,0.875,0.37327188940092165
JU-021,2023-11-13,Discount,PL-Central,70,176.0,1,3.9799999999999995,3.0,0,46,11,2023,0,0,0,70,Decline,81.0,67.0,75.5,18.15672510852841,14.0,60.0,JuBrand3,Juice-Seg3,Juice,3.9799999999999995,0.2,176.0,5,14.147910745826492,165.47499786870154,1,0.0,1.0436037335978716,0.7850164158201336,0.0,0.875,0.32558139534883723
JU-021,2023-11-20,Discount,PL-Central,60,128.0,1,6.626666666666668,4.166666666666667,0,47,11,2023,0,0,0,71,Decline,70.0,81.0,68.5,10.279429296739483,-11.0,87.0,JuBrand3,Juice-Seg3,Juice,6.626666666666668,0.16666666666666666,128.0,6,13.155235043882085,164.9266900490352,1,0.0,1.0364314910254133,1.1909228787007147,0.0,0.875,0.32608695652173914
JU-021,2023-11-27,Discount,PL-Central,87,153.5,1,6.31,3.1666666666666665,0,48,11,2023,0,0,0,72,Decline,60.0,70.0,69.5,8.736894948054065,-10.0,69.0,JuBrand3,Juice-Seg3,Juice,6.31,0.16666666666666666,153.5,6,13.244186803889958,165.81854955642908,1,0.0,1.0309558211830643,1.243554598093673,0.0,0.875,0.39908256880733944
JU-021,2023-12-04,Discount,PL-Central,69,139.28571428571428,1,5.38,2.857142857142857,0,49,12,2023,0,0,1,73,Decline,87.0,60.0,74.5,11.95826074310137,27.0,64.0,JuBrand3,Juice-Seg3,Juice,5.38,0.14285714285714285,139.28571428571428,7,11.385925504231983,165.24071540893692,1,0.0,1.0233923176521365,1.0141811007757813,0.0,0.875,0.41566265060240964
