sku,channel,region,date,units_sold,delivered_qty,price_unit,stock_available,promotion_flag,delivery_days
JU-021,Discount,PL-Central,2023-04-10,91,694,4.082,132.0,0.0,3.0
JU-021,Discount,PL-Central,2023-04-17,167,1064,6.364999999999999,162.33333333333334,0.3333333333333333,2.5
JU-021,Discount,PL-Central,2023-04-24,104,1056,4.34,174.6,0.0,2.8
JU-021,Discount,PL-Central,2023-05-01,148,1284,4.521666666666667,156.0,0.16666666666666666,3.1666666666666665
JU-021,Discount,PL-Central,2023-05-08,131,910,5.287999999999999,175.8,0.2,2.8
JU-021,Discount,PL-Central,2023-05-15,107,1028,5.0183333333333335,128.66666666666666,0.0,2.6666666666666665
JU-021,Discount,PL-Central,2023-05-22,97,766,7.505000000000001,173.75,0.0,2.5
JU-021,Discount,PL-Central,2023-05-29,85,721,5.5,166.0,0.0,2.25
JU-021,Discount,PL-Central,2023-06-05,146,1148,7.028333333333333,176.33333333333334,0.0,3.1666666666666665
JU-021,Discount,PL-Central,2023-06-12,204,1435,5.444285714285714,193.14285714285714,0.14285714285714285,2.5714285714285716
JU-021,Discount,PL-Central,2023-06-19,215,1118,4.988571428571428,149.57142857142858,0.42857142857142855,2.5714285714285716
JU-021,Discount,PL-Central,2023-06-26,127,1143,5.359999999999999,171.66666666666666,0.16666666666666666,3.1666666666666665
JU-021,Discount,PL-Central,2023-07-03,249,1352,4.2057142857142855,163.28571428571428,0.2857142857142857,3.0
JU-021,Discount,PL-Central,2023-07-10,148,1159,5.13,180.5,0.0,4.333333333333333
JU-021,Discount,PL-Central,2023-07-17,128,988,5.898333333333333,142.66666666666666,0.3333333333333333,4.0
JU-021,Discount,PL-Central,2023-07-24,111,890,5.4366666666666665,136.33333333333334,0.16666666666666666,3.5
JU-021,Discount,PL-Central,2023-07-31,120,1119,6.133333333333333,160.33333333333334,0.16666666666666666,3.6666666666666665
JU-021,Discount,PL-Central,2023-08-07,133,978,5.636,157.4,0.2,3.4
JU-021,Discount,PL-Central,2023-08-14,129,1235,5.132857142857143,170.85714285714286,0.0,2.857142857142857
JU-021,Discount,PL-Central,2023-08-21,74,838,7.535,159.75,0.0,3.0
JU-021,Discount,PL-Central,2023-08-28,61,872,4.6259999999999994,134.8,0.0,2.8
JU-021,Discount,PL-Central,2023-09-04,111,878,5.273999999999999,194.4,0.4,3.0
JU-021,Discount,PL-Central,2023-09-11,102,1087,5.747142857142857,134.28571428571428,0.14285714285714285,2.2857142857142856
JU-021,Discount,PL-Central,2023-09-18,81,824,4.5,164.2,0.4,3.0
JU-021,Discount,PL-Central,2023-09-25,158,1579,6.561428571428571,216.28571428571428,0.14285714285714285,2.2857142857142856
JU-021,Discount,PL-Central,2023-10-02,121,1320,4.167142857142857,179.42857142857142,0.2857142857142857,3.142857142857143
JU-021,Discount,PL-Central,2023-10-09,91,964,6.205000000000001,132.5,0.16666666666666666,2.5
JU-021,Discount,PL-Central,2023-10-16,98,1179,4.9816666666666665,189.5,0.16666666666666666,3.0
JU-021,Discount,PL-Central,2023-10-23,56,863,3.955,126.16666666666667,0.0,1.6666666666666667
JU-021,Discount,PL-Central,2023-10-30,67,869,4.884,149.2,0.2,2.4
JU-021,Discount,PL-Central,2023-11-06,81,1057,6.378333333333333,163.66666666666666,0.16666666666666666,3.0
JU-021,Discount,PL-Central,2023-11-13,70,947,3.9799999999999995,176.0,0.2,3.0
JU-021,Discount,PL-Central,2023-11-20,60,984,6.626666666666668,128.0,0.16666666666666666,4.166666666666667
JU-021,Discount,PL-Central,2023-11-27,87,1126,6.31,153.5,0.16666666666666666,3.1666666666666665
JU-021,Discount,PL-Central,2023-12-04,69,1181,5.38,139.28571428571428,0.14285714285714285,2.857142857142857
JU-021,Discount,PL-Central,2023-12-11,64,1021,5.255,167.5,0.0,1.8333333333333333
JU-021,Discount,PL-Central,2023-12-18,66,1023,6.0616666666666665,169.5,0.0,3.5
JU-021,Discount,PL-Central,2023-12-25,59,1173,5.390000000000001,164.0,0.0,3.6666666666666665
JU-021,Discount,PL-Central,2024-01-01,72,1124,6.1971428571428575,146.57142857142858,0.0,3.142857142857143
JU-021,Discount,PL-Central,2024-01-08,64,984,5.362,179.0,0.0,2.8
JU-021,Discount,PL-Central,2024-01-15,94,1337,5.542857142857143,190.42857142857142,0.14285714285714285,3.5714285714285716
JU-021,Discount,PL-Central,2024-01-22,109,1316,4.974285714285714,185.0,0.14285714285714285,2.2857142857142856
JU-021,Discount,PL-Central,2024-01-29,61,931,6.224999999999999,125.0,0.0,3.3333333333333335
JU-021,Discount,PL-Central,2024-02-05,71,841,4.7620000000000005,171.8,0.2,2.6
JU-021,Discount,PL-Central,2024-02-12,94,1003,6.04,162.16666666666666,0.16666666666666666,2.3333333333333335
JU-021,Discount,PL-Central,2024-02-19,53,957,3.18,144.0,0.0,4.0
JU-021,Discount,PL-Central,2024-02-26,116,1239,6.222857142857142,171.85714285714286,0.2857142857142857,2.5714285714285716
JU-021,Discount,PL-Central,2024-03-04,77,949,4.7250000000000005,120.83333333333333,0.16666666666666666,3.1666666666666665
JU-021,Discount,PL-Central,2024-03-11,62,916,4.034000000000001,154.4,0.0,3.6
JU-021,Discount,PL-Central,2024-03-18,133,1225,4.973333333333334,166.83333333333334,0.5,2.6666666666666665
JU-021,Discount,PL-Central,2024-03-25,110,1021,5.128333333333333,164.83333333333334,0.16666666666666666,3.6666666666666665
JU-021,Discount,PL-Central,2024-04-01,60,921,5.266,123.6,0.0,3.0
JU-021,Discount,PL-Central,2024-04-08,55,719,3.285,118.25,0.25,3.0
JU-021,Discount,PL-Central,2024-04-15,146,1078,7.44,152.5,0.5,3.1666666666666665
JU-021,Discount,PL-Central,2024-04-22,96,1059,4.3133333333333335,174.83333333333334,0.0,2.3333333333333335
JU-021,Discount,PL-Central,2024-04-29,106,1004,5.495,132.83333333333334,0.3333333333333333,3.0
JU-021,Discount,PL-Central,2024-05-06,148,1149,6.405,163.33333333333334,0.3333333333333333,3.0
JU-021,Discount,PL-Central,2024-05-13,96,845,5.185,182.75,0.0,2.5
JU-021,Discount,PL-Central,2024-05-20,80,632,6.1,145.0,0.25,4.25
JU-021,Discount,PL-Central,2024-05-27,126,1288,6.268571428571429,167.71428571428572,0.0,3.5714285714285716
JU-021,Discount,PL-Central,2024-06-03,100,1007,5.753333333333333,149.66666666666666,0.0,2.0
JU-021,Discount,PL-Central,2024-06-10,131,1385,5.156666666666666,153.5,0.0,2.3333333333333335
JU-021,Discount,PL-Central,2024-06-17,218,1148,2.98,182.5,0.3333333333333333,3.1666666666666665
JU-021,Discount,PL-Central,2024-06-24,116,1117,5.778333333333333,154.33333333333334,0.0,2.0
JU-021,Discount,PL-Central,2024-07-01,141,1094,6.441666666666666,160.0,0.5,2.3333333333333335
JU-021,Discount,PL-Central,2024-07-08,126,1217,5.541428571428571,134.71428571428572,0.14285714285714285,3.142857142857143
JU-021,Discount,PL-Central,2024-07-15,210,1187,5.4957142857142856,164.85714285714286,0.42857142857142855,3.857142857142857
JU-021,Discount,PL-Central,2024-07-22,89,958,4.766,144.0,0.0,3.2
JU-021,Discount,PL-Central,2024-07-29,124,1130,5.473333333333334,177.83333333333334,0.0,3.3333333333333335
JU-021,Discount,PL-Central,2024-08-05,102,1158,4.725,163.33333333333334,0.0,3.5
JU-021,Discount,PL-Central,2024-08-12,84,1012,4.2,140.66666666666666,0.0,3.1666666666666665
JU-021,Discount,PL-Central,2024-08-19,58,647,7.324999999999999,117.5,0.0,2.5
JU-021,Discount,PL-Central,2024-08-26,74,800,3.2,188.75,0.0,2.75
JU-021,Discount,PL-Central,2024-09-02,106,1042,4.828333333333333,147.0,0.16666666666666666,2.0
JU-021,Discount,PL-Central,2024-09-09,68,1157,5.7316666666666665,139.66666666666666,0.0,2.0
JU-021,Discount,PL-Central,2024-09-16,79,1109,4.755,150.66666666666666,0.0,2.1666666666666665
JU-021,Discount,PL-Central,2024-09-23,103,1297,5.018571428571429,161.85714285714286,0.0,2.4285714285714284
JU-021,Discount,PL-Central,2024-09-30,55,875,6.516,149.0,0.0,2.4
JU-021,Discount,PL-Central,2024-10-07,105,948,5.0920000000000005,163.4,0.4,2.2
JU-021,Discount,PL-Central,2024-10-14,50,666,6.3525,162.0,0.0,4.0
JU-021,Discount,PL-Central,2024-10-21,97,1071,5.609999999999999,190.33333333333334,0.0,3.3333333333333335
JU-021,Discount,PL-Central,2024-10-28,68,1006,4.496666666666667,115.0,0.16666666666666666,3.5
JU-021,Discount,PL-Central,2024-11-04,80,1109,5.966666666666666,167.0,0.0,2.5
JU-021,Discount,PL-Central,2024-11-11,39,845,7.25,141.8,0.2,3.0
JU-021,Discount,PL-Central,2024-11-18,44,818,3.945,172.0,0.0,4.25
JU-021,Discount,PL-Central,2024-11-25,88,1041,7.014,175.6,0.4,3.2
JU-021,Discount,PL-Central,2024-12-02,61,1114,4.18,168.5,0.0,2.5
JU-021,Discount,PL-Central,2024-12-09,53,918,5.898000000000001,156.2,0.0,2.8
JU-021,Discount,PL-Central,2024-12-16,107,1092,6.345,169.66666666666666,0.5,2.6666666666666665
JU-021,Discount,PL-Central,2024-12-23,48,847,4.715999999999999,140.4,0.2,3.6
JU-021,Discount,PL-Central,2024-12-30,5,120,6.71,81.0,0.0,4.0
JU-021,Discount,PL-North,2022-07-11,124,924,5.738,163.2,0.2,3.6
JU-021,Discount,PL-North,2022-07-18,113,1285,6.0371428571428565,154.85714285714286,0.0,3.5714285714285716
JU-021,Discount,PL-North,2022-07-25,171,1385,4.532857142857143,181.85714285714286,0.0,2.857142857142857
JU-021,Discount,PL-North,2022-08-01,122,1424,5.194285714285714,155.71428571428572,0.0,2.5714285714285716
JU-021,Discount,PL-North,2022-08-08,176,1088,4.3,167.16666666666666,0.3333333333333333,4.166666666666667
JU-021,Discount,PL-North,2022-08-15,167,1304,6.715714285714285,154.85714285714286,0.42857142857142855,3.2857142857142856
JU-021,Discount,PL-North,2022-08-22,172,1206,3.9885714285714284,164.85714285714286,0.2857142857142857,2.4285714285714284
JU-021,Discount,PL-North,2022-08-29,92,884,5.276,186.0,0.0,3.4
JU-021,Discount,PL-North,2022-09-05,70,655,4.502,111.2,0.0,1.4
JU-021,Discount,PL-North,2022-09-12,145,988,6.238333333333333,160.0,0.0,3.3333333333333335
JU-021,Discount,PL-North,2022-09-19,127,1023,4.3133333333333335,166.66666666666666,0.16666666666666666,2.3333333333333335
JU-021,Discount,PL-North,2022-09-26,226,1358,5.62,164.14285714285714,0.42857142857142855,3.5714285714285716
JU-021,Discount,PL-North,2022-10-03,167,1249,4.905714285714287,158.28571428571428,0.14285714285714285,2.4285714285714284
JU-021,Discount,PL-North,2022-10-10,108,619,3.4325,150.5,0.25,2.25
JU-021,Discount,PL-North,2022-10-17,103,957,5.372,143.2,0.4,2.8
JU-021,Discount,PL-North,2022-10-24,136,1012,3.934,189.6,0.2,3.8
JU-021,Discount,PL-North,2022-10-31,147,1331,6.237142857142857,178.71428571428572,0.0,3.2857142857142856
JU-021,Discount,PL-North,2022-11-07,110,1062,5.663333333333334,162.66666666666666,0.16666666666666666,2.6666666666666665
JU-021,Discount,PL-North,2022-11-14,78,890,5.494,129.6,0.2,3.4
JU-021,Discount,PL-North,2022-11-21,113,1021,5.6866666666666665,162.0,0.3333333333333333,2.3333333333333335
JU-021,Discount,PL-North,2022-11-28,96,879,5.678,181.4,0.2,2.6
JU-021,Discount,PL-North,2022-12-05,140,1288,3.474285714285714,173.57142857142858,0.2857142857142857,3.4285714285714284
JU-021,Discount,PL-North,2022-12-12,123,1463,5.382857142857143,166.14285714285714,0.14285714285714285,2.5714285714285716
JU-021,Discount,PL-North,2022-12-19,117,991,4.281666666666667,152.33333333333334,0.16666666666666666,2.5
JU-021,Discount,PL-North,2022-12-26,55,600,7.6525,150.75,0.0,3.75
JU-021,Discount,PL-North,2023-01-02,92,778,6.0840000000000005,129.8,0.4,3.6
JU-021,Discount,PL-North,2023-01-09,122,1352,5.062857142857142,175.42857142857142,0.0,2.7142857142857144
JU-021,Discount,PL-North,2023-01-16,118,1148,5.005,174.83333333333334,0.3333333333333333,3.3333333333333335
JU-021,Discount,PL-North,2023-01-23,142,1483,5.698571428571428,217.42857142857142,0.14285714285714285,3.0
JU-021,Discount,PL-North,2023-01-30,80,903,6.188000000000001,170.0,0.0,2.8
JU-021,Discount,PL-North,2023-02-06,130,1123,3.731666666666667,194.66666666666666,0.16666666666666666,2.5
JU-021,Discount,PL-North,2023-02-13,93,1126,5.885000000000001,146.33333333333334,0.0,2.8333333333333335
JU-021,Discount,PL-North,2023-02-20,88,985,6.169999999999999,158.16666666666666,0.3333333333333333,3.0
JU-021,Discount,PL-North,2023-02-27,69,720,5.622,133.8,0.0,3.2
JU-021,Discount,PL-North,2023-03-06,140,1108,5.926666666666667,175.66666666666666,0.16666666666666666,3.5
JU-021,Discount,PL-North,2023-03-13,82,920,5.283333333333334,155.33333333333334,0.0,3.8333333333333335
JU-021,Discount,PL-North,2023-03-20,93,1227,5.989999999999999,154.5,0.16666666666666666,3.5
JU-021,Discount,PL-North,2023-03-27,157,1347,4.8999999999999995,158.71428571428572,0.14285714285714285,3.0
JU-021,Discount,PL-North,2023-04-03,126,873,6.079999999999999,125.16666666666667,0.3333333333333333,2.8333333333333335
JU-021,Discount,PL-North,2023-04-10,153,1147,4.7716666666666665,175.16666666666666,0.16666666666666666,3.1666666666666665
JU-021,Discount,PL-North,2023-04-17,88,850,5.422,145.6,0.2,2.6
JU-021,Discount,PL-North,2023-04-24,104,1070,5.55,110.57142857142857,0.14285714285714285,2.5714285714285716
JU-021,Discount,PL-North,2023-05-01,178,1074,4.516666666666667,167.16666666666666,0.16666666666666666,3.1666666666666665
JU-021,Discount,PL-North,2023-05-08,190,952,4.3533333333333335,149.83333333333334,0.16666666666666666,2.1666666666666665
JU-021,Discount,PL-North,2023-05-15,184,1114,5.141666666666667,150.5,0.3333333333333333,1.8333333333333333
JU-021,Discount,PL-North,2023-05-22,111,1014,5.294,147.2,0.2,4.0
JU-021,Discount,PL-North,2023-05-29,105,932,4.904,159.4,0.2,2.4
JU-021,Discount,PL-North,2023-06-05,164,1228,4.545714285714285,143.28571428571428,0.2857142857142857,3.857142857142857
JU-021,Discount,PL-North,2023-06-12,135,1017,5.358333333333333,148.0,0.0,3.8333333333333335
JU-021,Discount,PL-North,2023-06-19,95,817,6.1675,188.0,0.0,2.75
JU-021,Discount,PL-North,2023-06-26,205,1194,5.7871428571428565,160.42857142857142,0.14285714285714285,1.7142857142857142
JU-021,Discount,PL-North,2023-07-03,187,1200,5.432857142857143,164.85714285714286,0.14285714285714285,2.142857142857143
JU-021,Discount,PL-North,2023-07-10,153,1065,3.1766666666666663,167.16666666666666,0.3333333333333333,3.5
JU-021,Discount,PL-North,2023-07-17,122,1189,4.556666666666667,183.16666666666666,0.0,2.3333333333333335
JU-021,Discount,PL-North,2023-07-24,164,1076,7.051666666666667,187.16666666666666,0.16666666666666666,2.1666666666666665
JU-021,Discount,PL-North,2023-07-31,111,1087,5.586666666666666,157.66666666666666,0.0,3.3333333333333335
JU-021,Discount,PL-North,2023-08-07,119,947,6.065,153.0,0.16666666666666666,3.6666666666666665
JU-021,Discount,PL-North,2023-08-14,143,1262,5.717142857142856,187.57142857142858,0.0,2.857142857142857
JU-021,Discount,PL-North,2023-08-21,102,1106,4.95,142.0,0.16666666666666666,3.0
JU-021,Discount,PL-North,2023-08-28,101,1107,4.573333333333333,151.66666666666666,0.16666666666666666,2.5
JU-021,Discount,PL-North,2023-09-04,85,873,4.118,151.2,0.2,3.4
JU-021,Discount,PL-North,2023-09-11,122,1128,5.374285714285714,147.14285714285714,0.42857142857142855,2.5714285714285716
JU-021,Discount,PL-North,2023-09-18,57,629,6.195,118.75,0.25,3.0
JU-021,Discount,PL-North,2023-09-25,70,1039,8.171666666666667,147.5,0.0,2.6666666666666665
JU-021,Discount,PL-North,2023-10-02,73,1182,7.008333333333333,150.83333333333334,0.0,3.5
JU-021,Discount,PL-North,2023-10-09,92,1178,5.406666666666666,165.0,0.16666666666666666,2.3333333333333335
JU-021,Discount,PL-North,2023-10-16,108,1242,6.257142857142857,160.28571428571428,0.14285714285714285,3.0
JU-021,Discount,PL-North,2023-10-23,123,1294,4.905714285714287,182.28571428571428,0.2857142857142857,3.7142857142857144
JU-021,Discount,PL-North,2023-10-30,76,1332,6.7942857142857145,161.85714285714286,0.0,2.857142857142857
JU-021,Discount,PL-North,2023-11-06,81,1306,5.125,193.83333333333334,0.16666666666666666,3.6666666666666665
JU-021,Discount,PL-North,2023-11-13,86,1244,5.331666666666667,189.66666666666666,0.3333333333333333,2.3333333333333335
JU-021,Discount,PL-North,2023-11-20,86,1241,5.79,151.85714285714286,0.14285714285714285,2.857142857142857
JU-021,Discount,PL-North,2023-11-27,58,1014,5.086666666666667,149.5,0.0,3.0
JU-021,Discount,PL-North,2023-12-04,70,1221,4.812857142857142,152.14285714285714,0.14285714285714285,2.7142857142857144
JU-021,Discount,PL-North,2023-12-11,64,1227,6.278333333333333,182.16666666666666,0.16666666666666666,2.3333333333333335
JU-021,Discount,PL-North,2023-12-18,62,827,4.774,148.4,0.4,2.8
JU-021,Discount,PL-North,2023-12-25,61,1094,6.753333333333333,160.5,0.0,2.8333333333333335
JU-021,Discount,PL-North,2024-01-01,72,1194,7.095714285714286,159.28571428571428,0.0,2.2857142857142856
JU-021,Discount,PL-North,2024-01-08,39,652,4.404999999999999,159.0,0.0,2.75
JU-021,Discount,PL-North,2024-01-15,76,1196,6.0442857142857145,168.42857142857142,0.0,2.5714285714285716
JU-021,Discount,PL-North,2024-01-22,69,1154,4.835,185.33333333333334,0.0,2.6666666666666665
JU-021,Discount,PL-North,2024-01-29,61,1218,5.431428571428571,139.85714285714286,0.0,3.2857142857142856
JU-021,Discount,PL-North,2024-02-05,86,1216,4.128571428571428,169.71428571428572,0.14285714285714285,3.2857142857142856
JU-021,Discount,PL-North,2024-02-12,89,906,5.142,181.0,0.4,2.2
JU-021,Discount,PL-North,2024-02-19,93,1293,5.354285714285715,157.28571428571428,0.2857142857142857,3.142857142857143
JU-021,Discount,PL-North,2024-02-26,88,1305,4.708571428571429,155.28571428571428,0.14285714285714285,2.4285714285714284
JU-021,Discount,PL-North,2024-03-04,129,1278,5.187142857142858,157.85714285714286,0.42857142857142855,3.5714285714285716
JU-021,Discount,PL-North,2024-03-11,92,822,5.434,138.2,0.6,3.2
JU-021,Discount,PL-North,2024-03-18,109,1180,5.425,182.83333333333334,0.16666666666666666,3.5
JU-021,Discount,PL-North,2024-03-25,90,1203,6.158571428571428,134.85714285714286,0.14285714285714285,2.2857142857142856
JU-021,Discount,PL-North,2024-04-01,107,1119,4.884285714285714,146.0,0.0,2.5714285714285716
JU-021,Discount,PL-North,2024-04-08,104,1038,6.206666666666666,154.66666666666666,0.16666666666666666,3.1666666666666665
JU-021,Discount,PL-North,2024-04-15,114,1220,5.955000000000001,180.16666666666666,0.0,3.0
JU-021,Discount,PL-North,2024-04-22,136,1316,5.201428571428571,168.71428571428572,0.14285714285714285,2.5714285714285716
JU-021,Discount,PL-North,2024-04-29,152,1315,5.7057142857142855,167.85714285714286,0.2857142857142857,3.0
JU-021,Discount,PL-North,2024-05-06,128,886,4.314,166.6,0.4,3.6
JU-021,Discount,PL-North,2024-05-13,128,1011,5.298333333333333,128.83333333333334,0.3333333333333333,3.6666666666666665
JU-021,Discount,PL-North,2024-05-20,113,1203,3.378571428571429,152.28571428571428,0.14285714285714285,3.0
JU-021,Discount,PL-North,2024-05-27,137,1202,5.358333333333333,180.0,0.16666666666666666,2.8333333333333335
JU-021,Discount,PL-North,2024-06-03,141,1042,5.5200000000000005,140.16666666666666,0.3333333333333333,2.8333333333333335
JU-021,Discount,PL-North,2024-06-10,150,1271,4.968571428571429,137.85714285714286,0.14285714285714285,2.857142857142857
JU-021,Discount,PL-North,2024-06-17,139,1117,6.288333333333333,156.66666666666666,0.3333333333333333,2.3333333333333335
JU-021,Discount,PL-North,2024-06-24,79,1138,6.2299999999999995,114.66666666666667,0.0,3.1666666666666665
JU-021,Discount,PL-North,2024-07-01,125,939,4.966666666666667,150.83333333333334,0.16666666666666666,2.8333333333333335
JU-021,Discount,PL-North,2024-07-08,132,1166,5.29,161.0,0.16666666666666666,2.6666666666666665
JU-021,Discount,PL-North,2024-07-15,135,1371,5.151428571428572,161.71428571428572,0.14285714285714285,3.857142857142857
JU-021,Discount,PL-North,2024-07-22,152,1062,5.613333333333333,173.0,0.16666666666666666,2.8333333333333335
JU-021,Discount,PL-North,2024-07-29,138,1054,6.57,174.5,0.16666666666666666,2.6666666666666665
JU-021,Discount,PL-North,2024-08-05,109,964,6.5200000000000005,195.6,0.0,3.0
JU-021,Discount,PL-North,2024-08-12,117,1210,6.4071428571428575,164.85714285714286,0.14285714285714285,3.7142857142857144
JU-021,Discount,PL-North,2024-08-19,99,858,7.1579999999999995,162.6,0.2,3.8
JU-021,Discount,PL-North,2024-08-26,120,1066,4.158333333333333,149.83333333333334,0.3333333333333333,2.5
JU-021,Discount,PL-North,2024-09-02,66,942,6.308,160.4,0.0,2.8
JU-021,Discount,PL-North,2024-09-09,127,957,5.09,177.2,0.4,3.6
JU-021,Discount,PL-North,2024-09-16,86,863,5.036666666666666,134.83333333333334,0.0,2.5
JU-021,Discount,PL-North,2024-09-23,89,969,5.038333333333333,150.16666666666666,0.3333333333333333,3.3333333333333335
JU-021,Discount,PL-North,2024-09-30,63,963,6.318,176.0,0.0,2.8
JU-021,Discount,PL-North,2024-10-07,89,1153,5.935,175.5,0.16666666666666666,3.8333333333333335
JU-021,Discount,PL-North,2024-10-14,96,1272,5.49,164.42857142857142,0.0,4.285714285714286
JU-021,Discount,PL-North,2024-10-21,108,1375,4.642857142857143,184.57142857142858,0.0,2.7142857142857144
JU-021,Discount,PL-North,2024-10-28,78,1051,7.146666666666667,165.66666666666666,0.16666666666666666,2.8333333333333335
JU-021,Discount,PL-North,2024-11-04,85,997,4.713333333333334,159.83333333333334,0.16666666666666666,3.3333333333333335
JU-021,Discount,PL-North,2024-11-11,103,1013,4.983333333333333,159.33333333333334,0.5,3.0
JU-021,Discount,PL-North,2024-11-18,53,948,4.241666666666666,123.66666666666667,0.16666666666666666,3.1666666666666665
JU-021,Discount,PL-North,2024-11-25,60,795,5.8725,182.5,0.25,3.75
JU-021,Discount,PL-North,2024-12-02,77,919,5.104000000000001,148.8,0.4,2.6
JU-021,Discount,PL-North,2024-12-09,56,959,2.8766666666666665,139.66666666666666,0.16666666666666666,3.3333333333333335
JU-021,Discount,PL-North,2024-12-16,48,1049,4.358333333333333,136.0,0.0,2.8333333333333335
JU-021,Discount,PL-North,2024-12-23,65,946,6.294999999999999,152.66666666666666,0.0,2.6666666666666665
JU-021,Discount,PL-North,2024-12-30,23,420,5.02,178.0,0.0,2.0
JU-021,Discount,PL-South,2022-07-11,153,1262,5.058571428571429,156.85714285714286,0.0,3.5714285714285716
JU-021,Discount,PL-South,2022-07-18,103,1012,4.738333333333333,148.0,0.0,3.6666666666666665
JU-021,Discount,PL-South,2022-07-25,155,1266,4.8914285714285715,163.85714285714286,0.14285714285714285,3.2857142857142856
JU-021,Discount,PL-South,2022-08-01,51,642,5.97,153.25,0.0,3.0
JU-021,Discount,PL-South,2022-08-08,105,1134,4.542857142857143,147.28571428571428,0.0,2.7142857142857144
JU-021,Discount,PL-South,2022-08-15,123,818,5.046,162.6,0.4,1.8
JU-021,Discount,PL-South,2022-08-22,113,1078,4.002857142857143,143.14285714285714,0.0,2.5714285714285716
JU-021,Discount,PL-South,2022-08-29,110,1265,6.301428571428572,152.14285714285714,0.2857142857142857,3.2857142857142856
JU-021,Discount,PL-South,2022-09-05,79,776,3.242,130.2,0.0,3.6
