sku,week,channel,region,units_sold,stock_available,promotion_flag,price_unit,delivery_days,is_holiday_peak,week_number,month,year,is_holiday_week,is_summer,is_winter,sku_age,lifecycle_stage,lag_1,lag_2,rolling_mean_4,rolling_std_4,momentum,target_next_week
JU-021,2023-06-12,Discount,PL-Central,204,193.14285714285714,1,5.444285714285714,2.5714285714285716,False,24,6,2023,0,1,0,48,Mature,146.0,85.0,108.75,26.41180291713032,61.0,215.0
JU-021,2023-06-19,Discount,PL-Central,215,149.57142857142858,1,4.988571428571428,2.5714285714285716,False,25,6,2023,0,1,0,49,Mature,204.0,146.0,133.0,54.191020166321536,58.0,127.0
JU-021,2023-06-26,Discount,PL-Central,127,171.66666666666666,1,5.359999999999999,3.1666666666666665,False,26,6,2023,0,1,0,50,Mature,215.0,204.0,162.5,59.88043642682197,11.0,249.0
JU-021,2023-07-03,Discount,PL-Central,249,163.28571428571428,1,4.2057142857142855,3.0,False,27,7,2023,0,1,0,51,Mature,127.0,215.0,173.0,43.08905506815701,-88.0,148.0
JU-021,2023-07-10,Discount,PL-Central,148,180.5,0,5.13,4.333333333333333,False,28,7,2023,0,1,0,52,Mature,249.0,127.0,198.75,51.525883463232994,122.0,128.0
JU-021,2023-07-17,Discount,PL-Central,128,142.66666666666666,1,5.898333333333333,4.0,False,29,7,2023,0,1,0,53,Decline,148.0,249.0,184.75,56.946612424855154,-101.0,111.0
JU-021,2023-07-24,Discount,PL-Central,111,136.33333333333334,1,5.4366666666666665,3.5,False,30,7,2023,0,1,0,54,Decline,128.0,148.0,163.0,58.14350063993968,-20.0,120.0
JU-021,2023-07-31,Discount,PL-Central,120,160.33333333333334,1,6.133333333333333,3.6666666666666665,False,31,7,2023,0,1,0,55,Decline,111.0,128.0,159.0,61.87622052668267,-17.0,133.0
JU-021,2023-08-07,Discount,PL-Central,133,157.4,1,5.636,3.4,False,32,8,2023,0,1,0,56,Decline,120.0,111.0,126.75,15.777093099385155,9.0,129.0
JU-021,2023-08-14,Discount,PL-Central,129,170.85714285714286,0,5.132857142857143,2.857142857142857,False,33,8,2023,0,1,0,57,Decline,133.0,120.0,123.0,9.626352718795768,13.0,74.0
JU-021,2023-08-21,Discount,PL-Central,74,159.75,0,7.535,3.0,False,34,8,2023,0,1,0,58,Decline,129.0,133.0,123.25,9.810708435174291,-4.0,61.0
JU-021,2023-08-28,Discount,PL-Central,61,134.8,0,4.6259999999999994,2.8,False,35,8,2023,0,1,0,59,Decline,74.0,129.0,114.0,27.215191835933595,-55.0,111.0
JU-021,2023-09-04,Discount,PL-Central,111,194.4,1,5.273999999999999,3.0,False,36,9,2023,0,0,0,60,Decline,61.0,74.0,99.25,37.07986875201511,-13.0,102.0
JU-021,2023-09-11,Discount,PL-Central,102,134.28571428571428,1,5.747142857142857,2.2857142857142856,False,37,9,2023,0,0,0,61,Decline,111.0,61.0,93.75,31.63726705432482,50.0,81.0
JU-021,2023-09-18,Discount,PL-Central,81,164.2,1,4.5,3.0,False,38,9,2023,0,0,0,62,Decline,102.0,111.0,87.0,23.423634787681152,-9.0,158.0
JU-021,2023-09-25,Discount,PL-Central,158,216.28571428571428,1,6.561428571428571,2.2857142857142856,False,39,9,2023,0,0,0,63,Decline,81.0,102.0,88.75,22.36626924634504,-21.0,121.0
JU-021,2023-10-02,Discount,PL-Central,121,179.42857142857142,1,4.167142857142857,3.142857142857143,False,40,10,2023,0,0,0,64,Decline,158.0,81.0,113.0,32.526911934581186,77.0,91.0
JU-021,2023-10-09,Discount,PL-Central,91,132.5,1,6.205000000000001,2.5,False,41,10,2023,0,0,0,65,Decline,121.0,158.0,115.5,32.705758922041035,-37.0,98.0
JU-021,2023-10-16,Discount,PL-Central,98,189.5,1,4.9816666666666665,3.0,False,42,10,2023,0,0,0,66,Decline,91.0,121.0,112.75,34.62537605090617,-30.0,56.0
JU-021,2023-10-23,Discount,PL-Central,56,126.16666666666667,0,3.955,1.6666666666666667,False,43,10,2023,0,0,0,67,Decline,98.0,91.0,117.0,30.18829795356693,7.0,67.0
JU-021,2023-10-30,Discount,PL-Central,67,149.2,1,4.884,2.4,True,44,10,2023,1,0,0,68,Decline,56.0,98.0,91.5,26.913441499245938,-42.0,81.0
JU-021,2023-11-06,Discount,PL-Central,81,163.66666666666666,1,6.378333333333333,3.0,False,45,11,2023,0,0,0,69,Decline,67.0,56.0,78.0,19.782146833277054,11.0,70.0
JU-021,2023-11-13,Discount,PL-Central,70,176.0,1,3.9799999999999995,3.0,False,46,11,2023,0,0,0,70,Decline,81.0,67.0,75.5,18.15672510852843,14.0,60.0
JU-021,2023-11-20,Discount,PL-Central,60,128.0,1,6.626666666666668,4.166666666666667,False,47,11,2023,0,0,0,71,Decline,70.0,81.0,68.5,10.279429296739517,-11.0,87.0
JU-021,2023-11-27,Discount,PL-Central,87,153.5,1,6.31,3.1666666666666665,False,48,11,2023,0,0,0,72,Decline,60.0,70.0,69.5,8.736894948054104,-10.0,69.0
JU-021,2023-12-04,Discount,PL-Central,69,139.28571428571428,1,5.38,2.857142857142857,False,49,12,2023,0,0,1,73,Decline,87.0,60.0,74.5,11.9582607431014,27.0,64.0
JU-021,2023-12-11,Discount,PL-Central,64,167.5,0,5.255,1.8333333333333333,False,50,12,2023,0,0,1,74,Decline,69.0,87.0,71.5,11.269427669584644,-18.0,66.0
JU-021,2023-12-18,Discount,PL-Central,66,169.5,0,6.0616666666666665,3.5,True,51,12,2023,1,0,1,75,Decline,64.0,69.0,70.0,11.916375287812984,-5.0,59.0
JU-021,2023-12-25,Discount,PL-Central,59,164.0,0,5.390000000000001,3.6666666666666665,True,52,12,2023,1,0,1,76,Decline,66.0,64.0,71.5,10.53565375285274,2.0,72.0
JU-021,2024-01-01,Discount,PL-Central,72,146.57142857142858,0,6.1971428571428575,3.142857142857143,False,1,1,2024,0,0,1,77,Decline,59.0,66.0,64.5,4.2031734043061615,-7.0,64.0
JU-021,2024-01-08,Discount,PL-Central,64,179.0,0,5.362,2.8,False,2,1,2024,0,0,1,78,Decline,72.0,59.0,65.25,5.3774219349672245,13.0,94.0
JU-021,2024-01-15,Discount,PL-Central,94,190.42857142857142,1,5.542857142857143,3.5714285714285716,False,3,1,2024,0,0,1,79,Decline,64.0,72.0,65.25,5.3774219349672245,-8.0,109.0
JU-021,2024-01-22,Discount,PL-Central,109,185.0,1,4.974285714285714,2.2857142857142856,False,4,1,2024,0,0,1,80,Decline,94.0,64.0,72.25,15.456929406148772,30.0,61.0
JU-021,2024-01-29,Discount,PL-Central,61,125.0,0,6.224999999999999,3.3333333333333335,False,5,1,2024,0,0,1,81,Decline,109.0,94.0,84.75,20.54872258803452,15.0,71.0
JU-021,2024-02-05,Discount,PL-Central,71,171.8,1,4.7620000000000005,2.6,False,6,2,2024,0,0,1,82,Decline,61.0,109.0,82.0,23.366642891095847,-48.0,94.0
JU-021,2024-02-12,Discount,PL-Central,94,162.16666666666666,1,6.04,2.3333333333333335,False,7,2,2024,0,0,1,83,Decline,71.0,61.0,83.75,21.777281740382566,10.0,53.0
JU-021,2024-02-19,Discount,PL-Central,53,144.0,0,3.18,4.0,False,8,2,2024,0,0,1,84,Decline,94.0,71.0,83.75,21.777281740382566,23.0,116.0
JU-021,2024-02-26,Discount,PL-Central,116,171.85714285714286,1,6.222857142857142,2.5714285714285716,False,9,2,2024,0,0,1,85,Decline,53.0,94.0,69.75,17.764665303161028,-41.0,77.0
JU-021,2024-03-04,Discount,PL-Central,77,120.83333333333333,1,4.7250000000000005,3.1666666666666665,False,10,3,2024,0,0,0,86,Decline,116.0,53.0,83.5,27.40437921208944,63.0,62.0
JU-021,2024-03-11,Discount,PL-Central,62,154.4,0,4.034000000000001,3.6,False,11,3,2024,0,0,0,87,Decline,77.0,116.0,85.0,26.645825188948454,-39.0,133.0
JU-021,2024-03-18,Discount,PL-Central,133,166.83333333333334,1,4.973333333333334,2.6666666666666665,False,12,3,2024,0,0,0,88,Decline,62.0,77.0,77.0,27.82085548648711,-15.0,110.0
JU-021,2024-03-25,Discount,PL-Central,110,164.83333333333334,1,5.128333333333333,3.6666666666666665,False,13,3,2024,0,0,0,89,Decline,133.0,62.0,97.0,33.075670817082454,71.0,60.0
JU-021,2024-04-01,Discount,PL-Central,60,123.6,0,5.266,3.0,True,14,4,2024,1,0,0,90,Decline,110.0,133.0,95.5,32.04684071792413,-23.0,55.0
JU-021,2024-04-08,Discount,PL-Central,55,118.25,1,3.285,3.0,False,15,4,2024,0,0,0,91,Decline,60.0,110.0,91.25,36.17895336610315,-50.0,146.0
JU-021,2024-04-15,Discount,PL-Central,146,152.5,1,7.44,3.1666666666666665,False,16,4,2024,0,0,0,92,Decline,55.0,60.0,89.5,38.179401077893644,-5.0,96.0
JU-021,2024-04-22,Discount,PL-Central,96,174.83333333333334,0,4.3133333333333335,2.3333333333333335,False,17,4,2024,0,0,0,93,Decline,146.0,55.0,92.75,43.323396296535506,91.0,106.0
JU-021,2024-04-29,Discount,PL-Central,106,132.83333333333334,1,5.495,3.0,True,18,4,2024,1,0,0,94,Decline,96.0,146.0,89.25,42.010911281078705,-50.0,148.0
JU-021,2024-05-06,Discount,PL-Central,148,163.33333333333334,1,6.405,3.0,False,19,5,2024,0,0,0,95,Decline,106.0,96.0,100.75,37.375348381876876,10.0,96.0
JU-021,2024-05-13,Discount,PL-Central,96,182.75,0,5.185,2.5,False,20,5,2024,0,0,0,96,Decline,148.0,106.0,124.0,26.882460204874597,42.0,80.0
JU-021,2024-05-20,Discount,PL-Central,80,145.0,1,6.1,4.25,False,21,5,2024,0,0,0,97,Decline,96.0,148.0,111.5,24.785748593361735,-52.0,126.0
JU-021,2024-05-27,Discount,PL-Central,126,167.71428571428572,0,6.268571428571429,3.5714285714285716,False,22,5,2024,0,0,0,98,Decline,80.0,96.0,107.5,29.04594062285927,-16.0,100.0
JU-021,2024-06-03,Discount,PL-Central,100,149.66666666666666,0,5.753333333333333,2.0,False,23,6,2024,0,1,0,99,Decline,126.0,80.0,112.5,30.391884881768462,46.0,131.0
JU-021,2024-06-10,Discount,PL-Central,131,153.5,0,5.156666666666666,2.3333333333333335,False,24,6,2024,0,1,0,100,Decline,100.0,126.0,100.5,19.07004632051706,-26.0,218.0
JU-021,2024-06-17,Discount,PL-Central,218,182.5,1,2.98,3.1666666666666665,False,25,6,2024,0,1,0,101,Decline,131.0,100.0,109.25,23.767975653527298,31.0,116.0
JU-021,2024-06-24,Discount,PL-Central,116,154.33333333333334,0,5.778333333333333,2.0,False,26,6,2024,0,1,0,102,Decline,218.0,131.0,143.75,51.33143935899973,87.0,141.0
JU-021,2024-07-01,Discount,PL-Central,141,160.0,1,6.441666666666666,2.3333333333333335,False,27,7,2024,0,1,0,103,Decline,116.0,218.0,141.25,52.70910737244561,-102.0,126.0
JU-021,2024-07-08,Discount,PL-Central,126,134.71428571428572,1,5.541428571428571,3.142857142857143,False,28,7,2024,0,1,0,104,Decline,141.0,116.0,151.5,45.50824101193101,25.0,210.0
JU-021,2024-07-15,Discount,PL-Central,210,164.85714285714286,1,5.4957142857142856,3.857142857142857,False,29,7,2024,0,1,0,105,Decline,126.0,141.0,150.25,46.32044185166343,-15.0,89.0
JU-021,2024-07-22,Discount,PL-Central,89,144.0,0,4.766,3.2,False,30,7,2024,0,1,0,106,Decline,210.0,126.0,148.25,42.42935304715357,84.0,124.0
JU-021,2024-07-29,Discount,PL-Central,124,177.83333333333334,0,5.473333333333334,3.3333333333333335,False,31,7,2024,0,1,0,107,Decline,89.0,210.0,141.5,50.62608023538856,-121.0,102.0
JU-021,2024-08-05,Discount,PL-Central,102,163.33333333333334,0,4.725,3.5,False,32,8,2024,0,1,0,108,Decline,124.0,89.0,137.25,51.38984984086514,35.0,84.0
JU-021,2024-08-12,Discount,PL-Central,84,140.66666666666666,0,4.2,3.1666666666666665,False,33,8,2024,0,1,0,109,Decline,102.0,124.0,131.25,54.45104835231978,-22.0,58.0
JU-021,2024-08-19,Discount,PL-Central,58,117.5,0,7.324999999999999,2.5,False,34,8,2024,0,1,0,110,Decline,84.0,102.0,99.75,17.858238061652855,-18.0,74.0
JU-021,2024-08-26,Discount,PL-Central,74,188.75,0,3.2,2.75,False,35,8,2024,0,1,0,111,Decline,58.0,84.0,92.0,27.952340390982172,-26.0,106.0
JU-021,2024-09-02,Discount,PL-Central,106,147.0,1,4.828333333333333,2.0,False,36,9,2024,0,0,0,112,Decline,74.0,58.0,79.5,18.43004792903878,16.0,68.0
JU-021,2024-09-09,Discount,PL-Central,68,139.66666666666666,0,5.7316666666666665,2.0,False,37,9,2024,0,0,0,113,Decline,106.0,74.0,80.5,20.091457554559515,32.0,79.0
JU-021,2024-09-16,Discount,PL-Central,79,150.66666666666666,0,4.755,2.1666666666666665,False,38,9,2024,0,0,0,114,Decline,68.0,106.0,76.5,20.744477176668813,-38.0,103.0
JU-021,2024-09-23,Discount,PL-Central,103,161.85714285714286,0,5.018571428571429,2.4285714285714284,False,39,9,2024,0,0,0,115,Decline,79.0,68.0,81.75,16.780444968275816,11.0,55.0
JU-021,2024-09-30,Discount,PL-Central,55,149.0,0,6.516,2.4,False,40,9,2024,0,0,0,116,Decline,103.0,79.0,89.0,18.49324200890693,24.0,105.0
JU-021,2024-10-07,Discount,PL-Central,105,163.4,1,5.0920000000000005,2.2,False,41,10,2024,0,0,0,117,Decline,55.0,103.0,76.25,20.353132437047616,-48.0,50.0
JU-021,2024-10-14,Discount,PL-Central,50,162.0,0,6.3525,4.0,False,42,10,2024,0,0,0,118,Decline,105.0,55.0,85.5,23.515952032609693,50.0,97.0
JU-021,2024-10-21,Discount,PL-Central,97,190.33333333333334,0,5.609999999999999,3.3333333333333335,False,43,10,2024,0,0,0,119,Decline,50.0,105.0,78.25,29.81470554385313,-55.0,68.0
JU-021,2024-10-28,Discount,PL-Central,68,115.0,1,4.496666666666667,3.5,True,44,10,2024,1,0,0,120,Decline,97.0,50.0,76.75,28.2651139510646,47.0,80.0
JU-021,2024-11-04,Discount,PL-Central,80,167.0,0,5.966666666666666,2.5,False,45,11,2024,0,0,0,121,Decline,68.0,97.0,80.0,25.547341675146292,-29.0,39.0
JU-021,2024-11-11,Discount,PL-Central,39,141.8,1,7.25,3.0,False,46,11,2024,0,0,0,122,Decline,80.0,68.0,73.75,19.80530232033836,12.0,44.0
JU-021,2024-11-18,Discount,PL-Central,44,172.0,0,3.945,4.25,False,47,11,2024,0,0,0,123,Decline,39.0,80.0,71.0,24.426761280748348,-41.0,88.0
JU-021,2024-11-25,Discount,PL-Central,88,175.6,1,7.014,3.2,False,48,11,2024,0,0,0,124,Decline,44.0,39.0,57.75,19.5,5.0,61.0
JU-021,2024-12-02,Discount,PL-Central,61,168.5,0,4.18,2.5,False,49,12,2024,0,0,1,125,Decline,88.0,44.0,62.75,24.83780720326709,44.0,53.0
JU-021,2024-12-09,Discount,PL-Central,53,156.2,0,5.898000000000001,2.8,False,50,12,2024,0,0,1,126,Decline,61.0,88.0,58.0,22.105806175452337,-27.0,107.0
JU-021,2024-12-16,Discount,PL-Central,107,169.66666666666666,1,6.345,2.6666666666666665,True,51,12,2024,1,0,1,127,Decline,53.0,61.0,61.5,18.98244803320513,-8.0,48.0
JU-021,2024-12-23,Discount,PL-Central,48,140.4,1,4.715999999999999,3.6,True,52,12,2024,1,0,1,128,Decline,107.0,53.0,77.25,24.851223980587623,54.0,5.0
JU-021,2022-08-08,Discount,PL-North,176,167.16666666666666,1,4.3,4.166666666666667,False,32,8,2022,0,1,0,4,Growth,122.0,171.0,132.5,26.10874693788782,-49.0,167.0
JU-021,2022-08-15,Discount,PL-North,167,154.85714285714286,1,6.715714285714285,3.2857142857142856,False,33,8,2022,0,1,0,5,Growth,176.0,122.0,145.5,32.60368077380221,54.0,172.0
JU-021,2022-08-22,Discount,PL-North,172,164.85714285714286,1,3.9885714285714284,2.4285714285714284,False,34,8,2022,0,1,0,6,Growth,167.0,176.0,159.0,24.939927826679845,-9.0,92.0
JU-021,2022-08-29,Discount,PL-North,92,186.0,0,5.276,3.4,False,35,8,2022,0,1,0,7,Growth,172.0,167.0,159.25,25.104780421266376,5.0,70.0
JU-021,2022-09-05,Discount,PL-North,70,111.2,0,4.502,1.4,False,36,9,2022,0,0,0,8,Growth,92.0,172.0,151.75,40.00312487793922,-80.0,145.0
JU-021,2022-09-12,Discount,PL-North,145,160.0,0,6.238333333333333,3.3333333333333335,False,37,9,2022,0,0,0,9,Growth,70.0,92.0,125.25,51.91900743786742,-22.0,127.0
JU-021,2022-09-19,Discount,PL-North,127,166.66666666666666,1,4.3133333333333335,2.3333333333333335,False,38,9,2022,0,0,0,10,Growth,145.0,70.0,119.75,46.94944089123958,75.0,226.0
JU-021,2022-09-26,Discount,PL-North,226,164.14285714285714,1,5.62,3.5714285714285716,False,39,9,2022,0,0,0,11,Growth,127.0,145.0,108.5,33.808283008753925,-18.0,167.0
JU-021,2022-10-03,Discount,PL-North,167,158.28571428571428,1,4.905714285714287,2.4285714285714284,False,40,10,2022,0,0,0,12,Growth,226.0,127.0,142.0,64.48255578061402,99.0,108.0
JU-021,2022-10-10,Discount,PL-North,108,150.5,1,3.4325,2.25,False,41,10,2022,0,0,0,13,Mature,167.0,226.0,166.25,43.06100323959022,-59.0,103.0
JU-021,2022-10-17,Discount,PL-North,103,143.2,1,5.372,2.8,False,42,10,2022,0,0,0,14,Mature,108.0,167.0,157.0,52.16001022494787,-59.0,136.0
JU-021,2022-10-24,Discount,PL-North,136,189.6,1,3.934,3.8,True,43,10,2022,1,0,0,15,Mature,103.0,108.0,151.0,57.83309317913634,-5.0,147.0
JU-021,2022-10-31,Discount,PL-North,147,178.71428571428572,0,6.237142857142857,3.2857142857142856,True,44,10,2022,1,0,0,16,Mature,136.0,103.0,128.5,29.49011133696626,33.0,110.0
JU-021,2022-11-07,Discount,PL-North,110,162.66666666666666,1,5.663333333333334,2.6666666666666665,False,45,11,2022,0,0,0,17,Mature,147.0,136.0,123.5,21.36195996001614,11.0,78.0
JU-021,2022-11-14,Discount,PL-North,78,129.6,1,5.494,3.4,False,46,11,2022,0,0,0,18,Mature,110.0,147.0,124.0,20.896570691543292,-37.0,113.0
JU-021,2022-11-21,Discount,PL-North,113,162.0,1,5.6866666666666665,2.3333333333333335,False,47,11,2022,0,0,0,19,Mature,78.0,110.0,117.75,30.706948182238268,-32.0,96.0
JU-021,2022-11-28,Discount,PL-North,96,181.4,1,5.678,2.6,False,48,11,2022,0,0,0,20,Mature,113.0,78.0,112.0,28.201654797783284,35.0,140.0
JU-021,2022-12-05,Discount,PL-North,140,173.57142857142858,1,3.474285714285714,3.4285714285714284,False,49,12,2022,0,0,1,21,Mature,96.0,113.0,99.25,15.986973864159935,-17.0,123.0
JU-021,2022-12-12,Discount,PL-North,123,166.14285714285714,1,5.382857142857143,2.5714285714285716,False,50,12,2022,0,0,1,22,Mature,140.0,96.0,106.75,26.373913879690534,44.0,117.0
JU-021,2022-12-19,Discount,PL-North,117,152.33333333333334,1,4.281666666666667,2.5,True,51,12,2022,1,0,1,23,Mature,123.0,140.0,118.0,18.421002506197453,-17.0,55.0
JU-021,2022-12-26,Discount,PL-North,55,150.75,0,7.6525,3.75,False,52,12,2022,1,0,1,24,Mature,117.0,123.0,119.0,18.16590212458494,-6.0,92.0
