date,sku,brand,segment,category,channel,region,pack_type,price_unit,promotion_flag,delivery_days,stock_available,delivered_qty,units_sold
2022-01-24,MI-006,MiBrand1,Milk-Seg3,Milk,E-commerce,PL-North,Single,5.03,0,2,0,159,0
2022-01-24,MI-026,MiBrand4,Milk-Seg2,Milk,Retail,PL-North,Single,5.51,0,1,177,171,7
2022-01-24,MI-026,MiBrand4,Milk-Seg2,Milk,Discount,PL-Central,Carton,2.5,0,5,232,202,14
2022-01-24,MI-026,MiBrand4,Milk-Seg2,Milk,Discount,PL-South,Carton,5.46,0,1,148,136,9
2022-01-24,MI-026,MiBrand4,Milk-Seg2,Milk,E-commerce,PL-North,Multipack,7.42,0,5,207,214,18
2022-01-24,MI-026,MiBrand4,Milk-Seg2,Milk,E-commerce,PL-South,Carton,5.87,1,3,197,207,26
2022-01-25,MI-006,MiBrand1,Milk-Seg3,Milk,Retail,PL-Central,Carton,3.49,0,5,230,211,22
2022-01-25,MI-006,MiBrand1,Milk-Seg3,Milk,Retail,PL-North,Carton,8.03,0,2,152,138,11
2022-01-25,MI-006,MiBrand1,Milk-Seg3,Milk,Retail,PL-South,Single,1.51,0,4,132,167,7
2022-01-25,MI-006,MiBrand1,Milk-Seg3,Milk,Discount,PL-Central,Carton,6.99,0,1,193,173,13
2022-01-25,MI-006,MiBrand1,Milk-Seg3,Milk,Discount,PL-North,Multipack,6.08,0,4,101,121,9
2022-01-25,MI-006,MiBrand1,Milk-Seg3,Milk,E-commerce,PL-North,Multipack,7.12,0,2,92,100,3
2022-01-25,MI-006,MiBrand1,Milk-Seg3,Milk,E-commerce,PL-South,Carton,5.28,0,5,177,252,11
2022-01-25,MI-026,MiBrand4,Milk-Seg2,Milk,Retail,PL-North,Carton,3.86,0,2,120,165,8
2022-01-25,MI-026,MiBrand4,Milk-Seg2,Milk,Retail,PL-South,Multipack,3.49,0,5,211,180,15
2022-01-25,MI-026,MiBrand4,Milk-Seg2,Milk,Discount,PL-Central,Multipack,6.29,0,2,75,122,5
2022-01-25,MI-026,MiBrand4,Milk-Seg2,Milk,Discount,PL-North,Multipack,5.93,0,2,136,162,10
2022-01-25,MI-026,MiBrand4,Milk-Seg2,Milk,Discount,PL-South,Single,4.95,1,5,212,187,31
2022-01-25,MI-026,MiBrand4,Milk-Seg2,Milk,E-commerce,PL-Central,Carton,6.35,0,2,136,198,9
2022-01-25,MI-026,MiBrand4,Milk-Seg2,Milk,E-commerce,PL-North,Multipack,2.01,0,4,111,106,7
2022-01-25,MI-026,MiBrand4,Milk-Seg2,Milk,E-commerce,PL-South,Single,2.85,0,1,126,196,10
2022-01-26,MI-006,MiBrand1,Milk-Seg3,Milk,Retail,PL-Central,Single,1.7,0,4,131,199,7
2022-01-26,MI-006,MiBrand1,Milk-Seg3,Milk,Retail,PL-South,Carton,5.54,1,2,225,255,29
2022-01-26,MI-006,MiBrand1,Milk-Seg3,Milk,Discount,PL-Central,Single,3.38,0,3,139,230,12
2022-01-26,MI-006,MiBrand1,Milk-Seg3,Milk,Discount,PL-North,Carton,2.51,0,4,158,185,9
2022-01-26,MI-006,MiBrand1,Milk-Seg3,Milk,Discount,PL-South,Single,3.77,0,5,88,115,8
2022-01-26,MI-006,MiBrand1,Milk-Seg3,Milk,E-commerce,PL-North,Carton,4.23,0,1,213,197,19
2022-01-26,MI-006,MiBrand1,Milk-Seg3,Milk,E-commerce,PL-South,Carton,3.25,0,5,216,266,17
2022-01-26,MI-026,MiBrand4,Milk-Seg2,Milk,Retail,PL-Central,Multipack,5.54,0,3,181,177,13
2022-01-26,MI-026,MiBrand4,Milk-Seg2,Milk,Retail,PL-North,Carton,7.86,0,2,150,133,10
2022-01-26,MI-026,MiBrand4,Milk-Seg2,Milk,Retail,PL-South,Multipack,6.19,0,1,92,100,6
2022-01-26,MI-026,MiBrand4,Milk-Seg2,Milk,Discount,PL-Central,Single,2.29,0,5,121,197,13
2022-01-26,MI-026,MiBrand4,Milk-Seg2,Milk,Discount,PL-North,Single,3.84,1,3,145,174,19
2022-01-26,MI-026,MiBrand4,Milk-Seg2,Milk,Discount,PL-South,Carton,7.14,0,4,104,173,8
2022-01-26,MI-026,MiBrand4,Milk-Seg2,Milk,E-commerce,PL-Central,Multipack,6.04,0,1,149,170,9
2022-01-26,MI-026,MiBrand4,Milk-Seg2,Milk,E-commerce,PL-North,Single,5.24,0,4,0,202,0
2022-01-26,MI-026,MiBrand4,Milk-Seg2,Milk,E-commerce,PL-South,Single,2.68,0,4,216,183,14
2022-01-27,MI-006,MiBrand1,Milk-Seg3,Milk,Retail,PL-North,Multipack,4.28,0,1,179,171,16
2022-01-27,MI-006,MiBrand1,Milk-Seg3,Milk,Retail,PL-South,Single,5.59,0,3,131,214,12
2022-01-27,MI-006,MiBrand1,Milk-Seg3,Milk,Discount,PL-North,Carton,8.25,0,2,168,209,11
2022-01-27,MI-006,MiBrand1,Milk-Seg3,Milk,Discount,PL-South,Single,4.88,0,5,103,169,8
2022-01-27,MI-006,MiBrand1,Milk-Seg3,Milk,E-commerce,PL-Central,Single,4.92,0,5,123,103,8
2022-01-27,MI-006,MiBrand1,Milk-Seg3,Milk,E-commerce,PL-North,Single,1.54,0,3,147,245,10
2022-01-27,MI-006,MiBrand1,Milk-Seg3,Milk,E-commerce,PL-South,Carton,1.51,0,2,141,142,9
2022-01-27,MI-026,MiBrand4,Milk-Seg2,Milk,Retail,PL-North,Carton,2.38,0,2,94,149,8
2022-01-27,MI-026,MiBrand4,Milk-Seg2,Milk,Retail,PL-South,Carton,4.19,0,1,142,172,11
2022-01-27,MI-026,MiBrand4,Milk-Seg2,Milk,Discount,PL-Central,Carton,3.91,0,1,212,198,18
2022-01-27,MI-026,MiBrand4,Milk-Seg2,Milk,Discount,PL-North,Carton,2.33,0,1,152,211,10
2022-01-27,MI-026,MiBrand4,Milk-Seg2,Milk,Discount,PL-South,Single,8.24,0,3,100,123,7
2022-01-27,MI-026,MiBrand4,Milk-Seg2,Milk,E-commerce,PL-Central,Carton,7.64,0,1,192,166,17
2022-01-27,MI-026,MiBrand4,Milk-Seg2,Milk,E-commerce,PL-North,Multipack,2.85,1,2,174,213,26
2022-01-27,MI-026,MiBrand4,Milk-Seg2,Milk,E-commerce,PL-South,Carton,2.72,0,1,186,174,18
2022-01-28,MI-006,MiBrand1,Milk-Seg3,Milk,Retail,PL-Central,Single,8.97,0,3,228,229,18
2022-01-28,MI-006,MiBrand1,Milk-Seg3,Milk,Retail,PL-North,Carton,2.24,1,1,174,176,30
2022-01-28,MI-006,MiBrand1,Milk-Seg3,Milk,Retail,PL-South,Multipack,5.46,0,1,167,149,7
2022-01-28,MI-006,MiBrand1,Milk-Seg3,Milk,Discount,PL-Central,Carton,7.33,0,4,135,144,9
2022-01-28,MI-006,MiBrand1,Milk-Seg3,Milk,Discount,PL-North,Single,8.71,0,4,214,192,16
2022-01-28,MI-006,MiBrand1,Milk-Seg3,Milk,Discount,PL-South,Single,5.94,0,3,188,166,15
2022-01-28,MI-006,MiBrand1,Milk-Seg3,Milk,E-commerce,PL-Central,Multipack,1.88,0,4,228,201,16
2022-01-28,MI-006,MiBrand1,Milk-Seg3,Milk,E-commerce,PL-North,Carton,2.49,1,4,58,92,9
2022-01-28,MI-006,MiBrand1,Milk-Seg3,Milk,E-commerce,PL-South,Single,7.31,0,4,131,118,12
2022-01-28,MI-026,MiBrand4,Milk-Seg2,Milk,Retail,PL-Central,Single,8.49,0,5,203,192,16
2022-01-28,MI-026,MiBrand4,Milk-Seg2,Milk,Retail,PL-South,Carton,6.53,1,3,219,230,26
2022-01-28,MI-026,MiBrand4,Milk-Seg2,Milk,Discount,PL-Central,Multipack,7.51,0,4,44,52,2
2022-01-28,MI-026,MiBrand4,Milk-Seg2,Milk,Discount,PL-North,Single,1.62,0,5,256,215,18
2022-01-28,MI-026,MiBrand4,Milk-Seg2,Milk,Discount,PL-South,Multipack,8.46,1,5,148,191,21
2022-01-28,MI-026,MiBrand4,Milk-Seg2,Milk,E-commerce,PL-Central,Carton,6.72,0,4,291,247,27
2022-01-28,MI-026,MiBrand4,Milk-Seg2,Milk,E-commerce,PL-South,Carton,6.52,0,2,147,177,13
2022-01-29,MI-006,MiBrand1,Milk-Seg3,Milk,Retail,PL-Central,Multipack,3.57,0,1,108,180,8
2022-01-29,MI-006,MiBrand1,Milk-Seg3,Milk,Retail,PL-North,Carton,6.88,0,1,173,277,9
2022-01-29,MI-006,MiBrand1,Milk-Seg3,Milk,Retail,PL-South,Multipack,6.5,0,4,244,213,14
2022-01-29,MI-006,MiBrand1,Milk-Seg3,Milk,Discount,PL-Central,Multipack,2.0,1,2,257,223,22
2022-01-29,MI-006,MiBrand1,Milk-Seg3,Milk,Discount,PL-South,Multipack,5.74,0,3,132,193,7
2022-01-29,MI-006,MiBrand1,Milk-Seg3,Milk,E-commerce,PL-Central,Single,6.74,0,3,153,159,10
2022-01-29,MI-006,MiBrand1,Milk-Seg3,Milk,E-commerce,PL-North,Carton,8.52,0,2,121,152,6
2022-01-29,MI-006,MiBrand1,Milk-Seg3,Milk,E-commerce,PL-South,Carton,1.61,1,1,149,206,22
2022-01-29,MI-026,MiBrand4,Milk-Seg2,Milk,Retail,PL-Central,Multipack,1.92,0,2,139,213,10
2022-01-29,MI-026,MiBrand4,Milk-Seg2,Milk,Retail,PL-North,Carton,4.46,0,3,91,94,5
2022-01-29,MI-026,MiBrand4,Milk-Seg2,Milk,Retail,PL-South,Carton,3.99,0,5,102,163,4
2022-01-29,MI-026,MiBrand4,Milk-Seg2,Milk,Discount,PL-Central,Carton,8.78,0,1,207,179,12
2022-01-29,MI-026,MiBrand4,Milk-Seg2,Milk,Discount,PL-North,Carton,1.5,0,2,102,93,10
2022-01-29,MI-026,MiBrand4,Milk-Seg2,Milk,Discount,PL-South,Single,6.9,0,5,92,138,8
2022-01-29,MI-026,MiBrand4,Milk-Seg2,Milk,E-commerce,PL-Central,Single,7.3,0,1,193,215,11
2022-01-29,MI-026,MiBrand4,Milk-Seg2,Milk,E-commerce,PL-North,Multipack,4.59,0,1,131,163,11
2022-01-29,MI-026,MiBrand4,Milk-Seg2,Milk,E-commerce,PL-South,Carton,4.68,1,3,122,199,16
2022-01-30,MI-006,MiBrand1,Milk-Seg3,Milk,Retail,PL-Central,Multipack,2.71,1,5,173,189,22
2022-01-30,MI-006,MiBrand1,Milk-Seg3,Milk,Discount,PL-North,Single,6.06,0,2,166,228,10
2022-01-30,MI-006,MiBrand1,Milk-Seg3,Milk,E-commerce,PL-Central,Multipack,6.76,1,1,204,193,41
2022-01-30,MI-006,MiBrand1,Milk-Seg3,Milk,E-commerce,PL-South,Single,7.4,0,3,106,109,5
2022-01-30,MI-026,MiBrand4,Milk-Seg2,Milk,Retail,PL-Central,Single,7.14,0,2,94,154,8
2022-01-30,MI-026,MiBrand4,Milk-Seg2,Milk,Retail,PL-North,Single,3.26,0,4,216,239,15
2022-01-30,MI-026,MiBrand4,Milk-Seg2,Milk,Retail,PL-South,Carton,3.65,0,1,90,105,7
2022-01-30,MI-026,MiBrand4,Milk-Seg2,Milk,Discount,PL-Central,Single,4.86,0,4,117,162,5
2022-01-30,MI-026,MiBrand4,Milk-Seg2,Milk,Discount,PL-North,Carton,3.93,0,5,125,135,12
2022-01-30,MI-026,MiBrand4,Milk-Seg2,Milk,Discount,PL-South,Single,7.76,0,5,234,206,18
2022-01-30,MI-026,MiBrand4,Milk-Seg2,Milk,E-commerce,PL-Central,Single,7.09,0,1,151,136,8
2022-01-30,MI-026,MiBrand4,Milk-Seg2,Milk,E-commerce,PL-North,Multipack,4.41,0,5,175,162,16
2022-01-30,MI-026,MiBrand4,Milk-Seg2,Milk,E-commerce,PL-South,Carton,1.97,1,3,120,173,14
2022-01-31,MI-006,MiBrand1,Milk-Seg3,Milk,Retail,PL-Central,Single,6.23,1,3,222,187,18
2022-01-31,MI-006,MiBrand1,Milk-Seg3,Milk,Retail,PL-North,Single,3.35,0,3,192,169,5
2022-01-31,MI-006,MiBrand1,Milk-Seg3,Milk,Retail,PL-South,Single,7.32,1,1,186,182,26
2022-01-31,MI-006,MiBrand1,Milk-Seg3,Milk,Discount,PL-North,Single,8.26,0,4,149,125,10
2022-01-31,MI-006,MiBrand1,Milk-Seg3,Milk,Discount,PL-South,Carton,2.41,0,1,162,200,11
2022-01-31,MI-006,MiBrand1,Milk-Seg3,Milk,E-commerce,PL-Central,Carton,7.14,0,2,157,147,11
2022-01-31,MI-006,MiBrand1,Milk-Seg3,Milk,E-commerce,PL-North,Multipack,3.63,1,1,118,197,20
2022-01-31,MI-006,MiBrand1,Milk-Seg3,Milk,E-commerce,PL-South,Multipack,5.14,0,2,194,194,14
2022-01-31,MI-026,MiBrand4,Milk-Seg2,Milk,Retail,PL-Central,Single,6.93,1,4,234,233,52
2022-01-31,MI-026,MiBrand4,Milk-Seg2,Milk,Retail,PL-North,Carton,3.78,1,5,137,182,16
2022-01-31,MI-026,MiBrand4,Milk-Seg2,Milk,Retail,PL-South,Carton,4.81,0,4,151,179,13
2022-01-31,MI-026,MiBrand4,Milk-Seg2,Milk,Discount,PL-Central,Multipack,4.48,0,3,234,202,17
2022-01-31,MI-026,MiBrand4,Milk-Seg2,Milk,Discount,PL-North,Multipack,6.25,0,3,142,124,14
2022-01-31,MI-026,MiBrand4,Milk-Seg2,Milk,Discount,PL-South,Multipack,7.31,1,5,169,210,24
2022-01-31,MI-026,MiBrand4,Milk-Seg2,Milk,E-commerce,PL-Central,Carton,3.62,0,4,161,152,10
2022-01-31,MI-026,MiBrand4,Milk-Seg2,Milk,E-commerce,PL-North,Carton,8.23,0,4,179,193,13
2022-01-31,MI-026,MiBrand4,Milk-Seg2,Milk,E-commerce,PL-South,Carton,3.86,1,2,267,228,48
2022-02-01,MI-006,MiBrand1,Milk-Seg3,Milk,Retail,PL-Central,Single,7.43,0,2,163,184,15
2022-02-01,MI-006,MiBrand1,Milk-Seg3,Milk,Retail,PL-North,Multipack,5.56,0,3,145,152,9
2022-02-01,MI-006,MiBrand1,Milk-Seg3,Milk,Discount,PL-Central,Carton,8.94,0,1,148,140,12
2022-02-01,MI-006,MiBrand1,Milk-Seg3,Milk,Discount,PL-North,Multipack,2.4,1,2,116,174,8
2022-02-01,MI-006,MiBrand1,Milk-Seg3,Milk,Discount,PL-South,Carton,5.85,0,5,128,213,9
2022-02-01,MI-006,MiBrand1,Milk-Seg3,Milk,E-commerce,PL-Central,Carton,7.46,0,5,208,174,12
2022-02-01,MI-006,MiBrand1,Milk-Seg3,Milk,E-commerce,PL-North,Carton,5.15,0,2,164,149,12
2022-02-01,MI-026,MiBrand4,Milk-Seg2,Milk,Retail,PL-Central,Carton,4.24,1,5,152,204,28
2022-02-01,MI-026,MiBrand4,Milk-Seg2,Milk,Retail,PL-North,Carton,2.06,0,3,121,192,7
2022-02-01,MI-026,MiBrand4,Milk-Seg2,Milk,Retail,PL-South,Multipack,1.93,0,3,101,94,5
2022-02-01,MI-026,MiBrand4,Milk-Seg2,Milk,Discount,PL-North,Multipack,1.79,0,1,222,196,14
2022-02-01,MI-026,MiBrand4,Milk-Seg2,Milk,Discount,PL-South,Carton,2.97,0,4,151,194,10
2022-02-01,MI-026,MiBrand4,Milk-Seg2,Milk,E-commerce,PL-Central,Carton,2.58,0,3,131,200,11
2022-02-01,MI-026,MiBrand4,Milk-Seg2,Milk,E-commerce,PL-North,Multipack,2.2,0,5,132,133,10
2022-02-01,MI-026,MiBrand4,Milk-Seg2,Milk,E-commerce,PL-South,Single,7.09,0,3,153,183,12
2022-02-02,MI-006,MiBrand1,Milk-Seg3,Milk,Retail,PL-Central,Single,2.91,0,1,160,172,7
2022-02-02,MI-006,MiBrand1,Milk-Seg3,Milk,Retail,PL-South,Single,4.6,0,5,244,222,17
2022-02-02,MI-006,MiBrand1,Milk-Seg3,Milk,Discount,PL-South,Multipack,1.82,0,3,117,165,9
2022-02-02,MI-006,MiBrand1,Milk-Seg3,Milk,E-commerce,PL-Central,Carton,5.45,1,2,219,198,24
2022-02-02,MI-006,MiBrand1,Milk-Seg3,Milk,E-commerce,PL-North,Multipack,5.6,1,3,99,162,8
2022-02-02,MI-006,MiBrand1,Milk-Seg3,Milk,E-commerce,PL-South,Single,4.19,0,5,184,157,14
2022-02-02,MI-026,MiBrand4,Milk-Seg2,Milk,Retail,PL-Central,Single,7.48,0,1,200,181,13
2022-02-02,MI-026,MiBrand4,Milk-Seg2,Milk,Retail,PL-North,Multipack,3.5,0,5,169,218,20
2022-02-02,MI-026,MiBrand4,Milk-Seg2,Milk,Retail,PL-South,Carton,7.97,0,5,166,225,12
2022-02-02,MI-026,MiBrand4,Milk-Seg2,Milk,Discount,PL-Central,Carton,3.0,0,1,149,144,11
2022-02-02,MI-026,MiBrand4,Milk-Seg2,Milk,Discount,PL-North,Carton,4.2,0,3,203,183,12
2022-02-02,MI-026,MiBrand4,Milk-Seg2,Milk,Discount,PL-South,Carton,7.29,0,2,178,232,12
2022-02-02,MI-026,MiBrand4,Milk-Seg2,Milk,E-commerce,PL-Central,Single,4.31,0,2,97,132,8
2022-02-03,MI-006,MiBrand1,Milk-Seg3,Milk,Retail,PL-Central,Multipack,8.28,0,3,244,209,16
2022-02-03,MI-006,MiBrand1,Milk-Seg3,Milk,Retail,PL-North,Multipack,8.74,0,4,192,170,12
2022-02-03,MI-006,MiBrand1,Milk-Seg3,Milk,Retail,PL-South,Multipack,3.31,0,1,181,253,13
2022-02-03,MI-006,MiBrand1,Milk-Seg3,Milk,Discount,PL-Central,Single,5.78,0,2,184,200,16
2022-02-03,MI-006,MiBrand1,Milk-Seg3,Milk,Discount,PL-North,Multipack,5.65,0,2,136,188,11
2022-02-03,MI-006,MiBrand1,Milk-Seg3,Milk,Discount,PL-South,Single,5.27,0,5,132,166,8
2022-02-03,MI-006,MiBrand1,Milk-Seg3,Milk,E-commerce,PL-Central,Carton,6.34,0,4,191,162,17
2022-02-03,MI-006,MiBrand1,Milk-Seg3,Milk,E-commerce,PL-North,Carton,3.38,0,2,225,206,18
2022-02-03,MI-026,MiBrand4,Milk-Seg2,Milk,Retail,PL-Central,Multipack,4.85,0,4,87,140,5
2022-02-03,MI-026,MiBrand4,Milk-Seg2,Milk,Retail,PL-North,Multipack,6.06,0,2,105,148,9
2022-02-03,MI-026,MiBrand4,Milk-Seg2,Milk,Retail,PL-South,Multipack,6.51,0,1,165,158,16
2022-02-03,MI-026,MiBrand4,Milk-Seg2,Milk,Discount,PL-South,Multipack,6.5,0,3,235,201,19
2022-02-03,MI-026,MiBrand4,Milk-Seg2,Milk,E-commerce,PL-Central,Multipack,6.34,0,1,169,236,8
2022-02-03,MI-026,MiBrand4,Milk-Seg2,Milk,E-commerce,PL-South,Carton,8.6,0,4,170,203,20
2022-02-04,MI-006,MiBrand1,Milk-Seg3,Milk,Retail,PL-Central,Single,4.23,0,5,177,162,15
2022-02-04,MI-006,MiBrand1,Milk-Seg3,Milk,Retail,PL-North,Single,7.34,0,3,185,166,15
2022-02-04,MI-006,MiBrand1,Milk-Seg3,Milk,Retail,PL-South,Multipack,7.72,0,1,238,261,19
2022-02-04,MI-006,MiBrand1,Milk-Seg3,Milk,Discount,PL-Central,Single,3.99,0,5,131,210,12
2022-02-04,MI-006,MiBrand1,Milk-Seg3,Milk,Discount,PL-South,Single,8.08,0,5,143,204,11
2022-02-04,MI-006,MiBrand1,Milk-Seg3,Milk,E-commerce,PL-Central,Carton,2.21,0,3,167,190,12
2022-02-04,MI-006,MiBrand1,Milk-Seg3,Milk,E-commerce,PL-North,Multipack,4.13,0,5,195,170,17
2022-02-04,MI-006,MiBrand1,Milk-Seg3,Milk,E-commerce,PL-South,Multipack,6.23,0,5,212,251,18
2022-02-04,MI-026,MiBrand4,Milk-Seg2,Milk,Retail,PL-Central,Multipack,8.65,0,1,126,181,10
2022-02-04,MI-026,MiBrand4,Milk-Seg2,Milk,Retail,PL-North,Single,4.78,0,3,203,185,15
2022-02-04,MI-026,MiBrand4,Milk-Seg2,Milk,Retail,PL-South,Carton,7.8,1,2,119,112,14
2022-02-04,MI-026,MiBrand4,Milk-Seg2,Milk,Discount,PL-Central,Multipack,1.89,0,3,227,206,17
2022-02-04,MI-026,MiBrand4,Milk-Seg2,Milk,Discount,PL-South,Carton,1.76,1,3,140,142,21
2022-02-04,MI-026,MiBrand4,Milk-Seg2,Milk,E-commerce,PL-Central,Multipack,7.79,0,4,135,157,6
2022-02-04,MI-026,MiBrand4,Milk-Seg2,Milk,E-commerce,PL-North,Single,4.48,0,1,218,214,16
2022-02-04,MI-026,MiBrand4,Milk-Seg2,Milk,E-commerce,PL-South,Carton,1.76,0,1,149,131,14
2022-02-05,MI-006,MiBrand1,Milk-Seg3,Milk,Retail,PL-Central,Multipack,6.37,0,3,141,163,9
2022-02-05,MI-006,MiBrand1,Milk-Seg3,Milk,Retail,PL-North,Carton,3.77,1,3,128,212,11
2022-02-05,MI-006,MiBrand1,Milk-Seg3,Milk,Retail,PL-South,Single,8.18,0,3,157,181,17
2022-02-05,MI-006,MiBrand1,Milk-Seg3,Milk,Discount,PL-Central,Single,5.55,0,1,77,73,5
2022-02-05,MI-006,MiBrand1,Milk-Seg3,Milk,Discount,PL-North,Multipack,7.07,0,5,127,133,8
2022-02-05,MI-006,MiBrand1,Milk-Seg3,Milk,Discount,PL-South,Multipack,4.66,0,3,143,183,13
2022-02-05,MI-006,MiBrand1,Milk-Seg3,Milk,E-commerce,PL-Central,Multipack,7.11,0,5,203,183,15
2022-02-05,MI-006,MiBrand1,Milk-Seg3,Milk,E-commerce,PL-South,Multipack,4.02,0,1,157,218,10
2022-02-05,MI-026,MiBrand4,Milk-Seg2,Milk,Retail,PL-North,Carton,2.06,0,4,185,236,16
2022-02-05,MI-026,MiBrand4,Milk-Seg2,Milk,Retail,PL-South,Carton,6.19,1,3,141,169,13
2022-02-05,MI-026,MiBrand4,Milk-Seg2,Milk,Discount,PL-Central,Multipack,4.09,0,3,205,212,15
2022-02-05,MI-026,MiBrand4,Milk-Seg2,Milk,E-commerce,PL-Central,Single,1.7,0,2,181,216,15
2022-02-05,MI-026,MiBrand4,Milk-Seg2,Milk,E-commerce,PL-North,Single,3.88,0,2,318,266,31
2022-02-05,MI-026,MiBrand4,Milk-Seg2,Milk,E-commerce,PL-South,Multipack,3.49,0,4,162,181,11
2022-02-06,MI-006,MiBrand1,Milk-Seg3,Milk,Retail,PL-Central,Carton,8.4,1,4,146,137,23
2022-02-06,MI-006,MiBrand1,Milk-Seg3,Milk,Retail,PL-North,Single,2.66,0,5,98,161,7
2022-02-06,MI-006,MiBrand1,Milk-Seg3,Milk,Retail,PL-South,Carton,7.33,0,4,243,219,25
